"","time","month","year","yloc","xloc","value","long","lat","fixedtime","fixedyear","realyear"
"2656484",1531,7,128,8,38,-0.29,10,50,"1977-07-01",1977,1977
"2656520",1532,8,128,8,38,-0.63,10,50,"1977-08-01",1977,1977
"2656556",1533,9,128,8,38,-0.93,10,50,"1977-09-01",1977,1977
"2656592",1534,10,128,8,38,0.7,10,50,"1977-10-01",1977,1977
"2656628",1535,11,128,8,38,0.74,10,50,"1977-11-01",1977,1977
"2656664",1536,12,128,8,38,1.39,10,50,"1977-12-01",1977,1977
"2656700",1537,1,129,8,38,1.01,10,50,"1978-01-01",1978,1978
"2656736",1538,2,129,8,38,-1.6,10,50,"1978-02-01",1978,1978
"2656772",1539,3,129,8,38,1.09,10,50,"1978-03-01",1978,1978
"2656808",1540,4,129,8,38,-0.73,10,50,"1978-04-01",1978,1978
"2656844",1541,5,129,8,38,-0.27,10,50,"1978-05-01",1978,1978
"2656880",1542,6,129,8,38,-0.43,10,50,"1978-06-01",1978,1978
"2656916",1543,7,129,8,38,-1.68,10,50,"1978-07-01",1978,1978
"2656952",1544,8,129,8,38,-1.28,10,50,"1978-08-01",1978,1978
"2656988",1545,9,129,8,38,-1.05,10,50,"1978-09-01",1978,1978
"2657024",1546,10,129,8,38,0.05,10,50,"1978-10-01",1978,1978
"2657060",1547,11,129,8,38,0.52,10,50,"1978-11-01",1978,1978
"2657096",1548,12,129,8,38,-0.76,10,50,"1978-12-01",1978,1978
"2657132",1549,1,130,8,38,-4.08,10,50,"1979-01-01",1979,1979
"2657168",1550,2,130,8,38,-3.3,10,50,"1979-02-01",1979,1979
"2657204",1551,3,130,8,38,-0.71,10,50,"1979-03-01",1979,1979
"2657240",1552,4,130,8,38,-0.7,10,50,"1979-04-01",1979,1979
"2657276",1553,5,130,8,38,-0.6,10,50,"1979-05-01",1979,1979
"2657312",1554,6,130,8,38,0.11,10,50,"1979-06-01",1979,1979
"2657348",1555,7,130,8,38,-1.35,10,50,"1979-07-01",1979,1979
"2657384",1556,8,130,8,38,-1.14,10,50,"1979-08-01",1979,1979
"2657420",1557,9,130,8,38,-0.28,10,50,"1979-09-01",1979,1979
"2657456",1558,10,130,8,38,-0.11,10,50,"1979-10-01",1979,1979
"2657492",1559,11,130,8,38,-0.44,10,50,"1979-11-01",1979,1979
"2657528",1560,12,130,8,38,1.99,10,50,"1979-12-01",1979,1979
"2657564",1561,1,131,8,38,-1.4,10,50,"1980-01-01",1980,1980
"2657600",1562,2,131,8,38,1.07,10,50,"1980-02-01",1980,1980
"2657636",1563,3,131,8,38,-0.21,10,50,"1980-03-01",1980,1980
"2657672",1564,4,131,8,38,-0.44,10,50,"1980-04-01",1980,1980
"2657708",1565,5,131,8,38,-0.67,10,50,"1980-05-01",1980,1980
"2657744",1566,6,131,8,38,-0.4,10,50,"1980-06-01",1980,1980
"2657780",1567,7,131,8,38,-1.45,10,50,"1980-07-01",1980,1980
"2657816",1568,8,131,8,38,0.03,10,50,"1980-08-01",1980,1980
"2657852",1569,9,131,8,38,0.71,10,50,"1980-09-01",1980,1980
"2657888",1570,10,131,8,38,-1.15,10,50,"1980-10-01",1980,1980
"2657924",1571,11,131,8,38,-1.11,10,50,"1980-11-01",1980,1980
"2657960",1572,12,131,8,38,-0.01,10,50,"1980-12-01",1980,1980
"2657996",1573,1,132,8,38,-0.36,10,50,"1981-01-01",1981,1981
"2658032",1574,2,132,8,38,-1.24,10,50,"1981-02-01",1981,1981
"2658068",1575,3,132,8,38,2.27,10,50,"1981-03-01",1981,1981
"2658104",1576,4,132,8,38,0.38,10,50,"1981-04-01",1981,1981
"2658140",1577,5,132,8,38,0.87,10,50,"1981-05-01",1981,1981
"2658176",1578,6,132,8,38,-0.43,10,50,"1981-06-01",1981,1981
"2658212",1579,7,132,8,38,-0.56,10,50,"1981-07-01",1981,1981
"2658248",1580,8,132,8,38,-0.11,10,50,"1981-08-01",1981,1981
"2658284",1581,9,132,8,38,0.65,10,50,"1981-09-01",1981,1981
"2658320",1582,10,132,8,38,-1.57,10,50,"1981-10-01",1981,1981
"2658356",1583,11,132,8,38,0.16,10,50,"1981-11-01",1981,1981
"2658392",1584,12,132,8,38,-3.07,10,50,"1981-12-01",1981,1981
"2658428",1585,1,133,8,38,-1.53,10,50,"1982-01-01",1982,1982
"2658464",1586,2,133,8,38,-0.51,10,50,"1982-02-01",1982,1982
"2658500",1587,3,133,8,38,0.28,10,50,"1982-03-01",1982,1982
"2658536",1588,4,133,8,38,-0.14,10,50,"1982-04-01",1982,1982
"2658572",1589,5,133,8,38,0.24,10,50,"1982-05-01",1982,1982
"2658608",1590,6,133,8,38,1,10,50,"1982-06-01",1982,1982
"2658644",1591,7,133,8,38,1.79,10,50,"1982-07-01",1982,1982
"2658680",1592,8,133,8,38,0.76,10,50,"1982-08-01",1982,1982
"2658716",1593,9,133,8,38,1.76,10,50,"1982-09-01",1982,1982
"2658752",1594,10,133,8,38,0.66,10,50,"1982-10-01",1982,1982
"2658788",1595,11,133,8,38,1.71,10,50,"1982-11-01",1982,1982
"2658824",1596,12,133,8,38,0.58,10,50,"1982-12-01",1982,1982
"2658860",1597,1,134,8,38,3.3,10,50,"1983-01-01",1983,1983
"2658896",1598,2,134,8,38,-1.58,10,50,"1983-02-01",1983,1983
"2658932",1599,3,134,8,38,0.77,10,50,"1983-03-01",1983,1983
"2658968",1600,4,134,8,38,0.79,10,50,"1983-04-01",1983,1983
"2659004",1601,5,134,8,38,-0.97,10,50,"1983-05-01",1983,1983
"2659040",1602,6,134,8,38,0.85,10,50,"1983-06-01",1983,1983
"2659076",1603,7,134,8,38,2.66,10,50,"1983-07-01",1983,1983
"2659112",1604,8,134,8,38,1.52,10,50,"1983-08-01",1983,1983
"2659148",1605,9,134,8,38,-0.01,10,50,"1983-09-01",1983,1983
"2659184",1606,10,134,8,38,-0.24,10,50,"1983-10-01",1983,1983
"2659220",1607,11,134,8,38,-0.03,10,50,"1983-11-01",1983,1983
"2659256",1608,12,134,8,38,0.23,10,50,"1983-12-01",1983,1983
"2659292",1609,1,135,8,38,1,10,50,"1984-01-01",1984,1984
"2659328",1610,2,135,8,38,-0.65,10,50,"1984-02-01",1984,1984
"2659364",1611,3,135,8,38,-1.14,10,50,"1984-03-01",1984,1984
"2659400",1612,4,135,8,38,-0.2,10,50,"1984-04-01",1984,1984
"2659436",1613,5,135,8,38,-1.3,10,50,"1984-05-01",1984,1984
"2659472",1614,6,135,8,38,-1.49,10,50,"1984-06-01",1984,1984
"2659508",1615,7,135,8,38,-1.26,10,50,"1984-07-01",1984,1984
"2659544",1616,8,135,8,38,0.74,10,50,"1984-08-01",1984,1984
"2659580",1617,9,135,8,38,-0.74,10,50,"1984-09-01",1984,1984
"2659616",1618,10,135,8,38,0.74,10,50,"1984-10-01",1984,1984
"2659652",1619,11,135,8,38,1.41,10,50,"1984-11-01",1984,1984
"2659688",1620,12,135,8,38,0.8,10,50,"1984-12-01",1984,1984
"2659724",1621,1,136,8,38,-4.21,10,50,"1985-01-01",1985,1985
"2659760",1622,2,136,8,38,-3.27,10,50,"1985-02-01",1985,1985
"2659796",1623,3,136,8,38,-1.19,10,50,"1985-03-01",1985,1985
"2659832",1624,4,136,8,38,0.16,10,50,"1985-04-01",1985,1985
"2659868",1625,5,136,8,38,0.63,10,50,"1985-05-01",1985,1985
"2659904",1626,6,136,8,38,-1.42,10,50,"1985-06-01",1985,1985
"2659940",1627,7,136,8,38,0.13,10,50,"1985-07-01",1985,1985
"2659976",1628,8,136,8,38,-0.74,10,50,"1985-08-01",1985,1985
"2660012",1629,9,136,8,38,-0.2,10,50,"1985-09-01",1985,1985
"2660048",1630,10,136,8,38,-0.14,10,50,"1985-10-01",1985,1985
"2660084",1631,11,136,8,38,-2.8,10,50,"1985-11-01",1985,1985
"2660120",1632,12,136,8,38,1.96,10,50,"1985-12-01",1985,1985
"2660156",1633,1,137,8,38,0.1,10,50,"1986-01-01",1986,1986
"2660192",1634,2,137,8,38,-5.59,10,50,"1986-02-01",1986,1986
"2660228",1635,3,137,8,38,-1.09,10,50,"1986-03-01",1986,1986
"2660264",1636,4,137,8,38,-1.67,10,50,"1986-04-01",1986,1986
"2660300",1637,5,137,8,38,0.8,10,50,"1986-05-01",1986,1986
"2660336",1638,6,137,8,38,0.68,10,50,"1986-06-01",1986,1986
"2660372",1639,7,137,8,38,0.14,10,50,"1986-07-01",1986,1986
"2660408",1640,8,137,8,38,-0.7,10,50,"1986-08-01",1986,1986
"2660444",1641,9,137,8,38,-2.31,10,50,"1986-09-01",1986,1986
"2660480",1642,10,137,8,38,0.44,10,50,"1986-10-01",1986,1986
"2660516",1643,11,137,8,38,1.51,10,50,"1986-11-01",1986,1986
"2660552",1644,12,137,8,38,1.3,10,50,"1986-12-01",1986,1986
"2660588",1645,1,138,8,38,-4.28,10,50,"1987-01-01",1987,1987
"2660624",1646,2,138,8,38,-1.24,10,50,"1987-02-01",1987,1987
"2660660",1647,3,138,8,38,-2.98,10,50,"1987-03-01",1987,1987
"2660696",1648,4,138,8,38,1.72,10,50,"1987-04-01",1987,1987
"2660732",1649,5,138,8,38,-1.93,10,50,"1987-05-01",1987,1987
"2660768",1650,6,138,8,38,-1.52,10,50,"1987-06-01",1987,1987
"2660804",1651,7,138,8,38,-0.1,10,50,"1987-07-01",1987,1987
"2660840",1652,8,138,8,38,-0.95,10,50,"1987-08-01",1987,1987
"2660876",1653,9,138,8,38,0.55,10,50,"1987-09-01",1987,1987
"2660912",1654,10,138,8,38,0.05,10,50,"1987-10-01",1987,1987
"2660948",1655,11,138,8,38,0.74,10,50,"1987-11-01",1987,1987
"2660984",1656,12,138,8,38,1.02,10,50,"1987-12-01",1987,1987
"2661020",1657,1,139,8,38,3.44,10,50,"1988-01-01",1988,1988
"2661056",1658,2,139,8,38,1.46,10,50,"1988-02-01",1988,1988
"2661092",1659,3,139,8,38,-0.1,10,50,"1988-03-01",1988,1988
"2661128",1660,4,139,8,38,0.61,10,50,"1988-04-01",1988,1988
"2661164",1661,5,139,8,38,1.73,10,50,"1988-05-01",1988,1988
"2661200",1662,6,139,8,38,-0.09,10,50,"1988-06-01",1988,1988
"2661236",1663,7,139,8,38,-0.4,10,50,"1988-07-01",1988,1988
"2661272",1664,8,139,8,38,0.03,10,50,"1988-08-01",1988,1988
"2661308",1665,9,139,8,38,-0.22,10,50,"1988-09-01",1988,1988
"2661344",1666,10,139,8,38,-0.07,10,50,"1988-10-01",1988,1988
"2661380",1667,11,139,8,38,-0.54,10,50,"1988-11-01",1988,1988
"2661416",1668,12,139,8,38,2.32,10,50,"1988-12-01",1988,1988
"2661452",1669,1,140,8,38,2.31,10,50,"1989-01-01",1989,1989
"2661488",1670,2,140,8,38,2.21,10,50,"1989-02-01",1989,1989
"2661524",1671,3,140,8,38,3.1,10,50,"1989-03-01",1989,1989
"2661560",1672,4,140,8,38,-0.27,10,50,"1989-04-01",1989,1989
"2661596",1673,5,140,8,38,1.88,10,50,"1989-05-01",1989,1989
"2661632",1674,6,140,8,38,0.84,10,50,"1989-06-01",1989,1989
"2661668",1675,7,140,8,38,0.94,10,50,"1989-07-01",1989,1989
"2661704",1676,8,140,8,38,0.29,10,50,"1989-08-01",1989,1989
"2661740",1677,9,140,8,38,1.14,10,50,"1989-09-01",1989,1989
"2661776",1678,10,140,8,38,1.19,10,50,"1989-10-01",1989,1989
"2661812",1679,11,140,8,38,-0.49,10,50,"1989-11-01",1989,1989
"2661848",1680,12,140,8,38,1.2,10,50,"1989-12-01",1989,1989
"2661884",1681,1,141,8,38,2.79,10,50,"1990-01-01",1990,1990
"2661920",1682,2,141,8,38,4.14,10,50,"1990-02-01",1990,1990
"2661956",1683,3,141,8,38,3.25,10,50,"1990-03-01",1990,1990
"2661992",1684,4,141,8,38,1.07,10,50,"1990-04-01",1990,1990
"2662028",1685,5,141,8,38,1.97,10,50,"1990-05-01",1990,1990
"2662064",1686,6,141,8,38,0.26,10,50,"1990-06-01",1990,1990
"2662100",1687,7,141,8,38,-0.01,10,50,"1990-07-01",1990,1990
"2662136",1688,8,141,8,38,1.71,10,50,"1990-08-01",1990,1990
"2662172",1689,9,141,8,38,-1.08,10,50,"1990-09-01",1990,1990
"2662208",1690,10,141,8,38,0.84,10,50,"1990-10-01",1990,1990
"2662244",1691,11,141,8,38,-0.04,10,50,"1990-11-01",1990,1990
"2662280",1692,12,141,8,38,0.2,10,50,"1990-12-01",1990,1990
"2662316",1693,1,142,8,38,1.12,10,50,"1991-01-01",1991,1991
"2662352",1694,2,142,8,38,-2.93,10,50,"1991-02-01",1991,1991
"2662388",1695,3,142,8,38,2.74,10,50,"1991-03-01",1991,1991
"2662424",1696,4,142,8,38,0.63,10,50,"1991-04-01",1991,1991
"2662460",1697,5,142,8,38,-1.56,10,50,"1991-05-01",1991,1991
"2662496",1698,6,142,8,38,-1.92,10,50,"1991-06-01",1991,1991
"2662532",1699,7,142,8,38,1.85,10,50,"1991-07-01",1991,1991
"2662568",1700,8,142,8,38,1.41,10,50,"1991-08-01",1991,1991
"2662604",1701,9,142,8,38,1.2,10,50,"1991-09-01",1991,1991
"2662640",1702,10,142,8,38,-0.54,10,50,"1991-10-01",1991,1991
"2662676",1703,11,142,8,38,-0.68,10,50,"1991-11-01",1991,1991
"2662712",1704,12,142,8,38,0.13,10,50,"1991-12-01",1991,1991
"2662748",1705,1,143,8,38,0.81,10,50,"1992-01-01",1992,1992
"2662784",1706,2,143,8,38,1.68,10,50,"1992-02-01",1992,1992
"2662820",1707,3,143,8,38,1.61,10,50,"1992-03-01",1992,1992
"2662856",1708,4,143,8,38,0.74,10,50,"1992-04-01",1992,1992
"2662892",1709,5,143,8,38,2.58,10,50,"1992-05-01",1992,1992
"2662928",1710,6,143,8,38,2.19,10,50,"1992-06-01",1992,1992
"2662964",1711,7,143,8,38,1.71,10,50,"1992-07-01",1992,1992
"2663000",1712,8,143,8,38,1.33,10,50,"1992-08-01",1992,1992
"2663036",1713,9,143,8,38,0.21,10,50,"1992-09-01",1992,1992
"2663072",1714,10,143,8,38,-2.43,10,50,"1992-10-01",1992,1992
"2663108",1715,11,143,8,38,0.72,10,50,"1992-11-01",1992,1992
"2663144",1716,12,143,8,38,0.3,10,50,"1992-12-01",1992,1992
"2663180",1717,1,144,8,38,1.94,10,50,"1993-01-01",1993,1993
"2663216",1718,2,144,8,38,-0.9,10,50,"1993-02-01",1993,1993
"2663252",1719,3,144,8,38,0.54,10,50,"1993-03-01",1993,1993
"2663288",1720,4,144,8,38,2.6,10,50,"1993-04-01",1993,1993
"2663324",1721,5,144,8,38,2.23,10,50,"1993-05-01",1993,1993
"2663360",1722,6,144,8,38,0.86,10,50,"1993-06-01",1993,1993
"2663396",1723,7,144,8,38,-0.54,10,50,"1993-07-01",1993,1993
"2663432",1724,8,144,8,38,-1.08,10,50,"1993-08-01",1993,1993
"2663468",1725,9,144,8,38,-1.03,10,50,"1993-09-01",1993,1993
"2663504",1726,10,144,8,38,-1.38,10,50,"1993-10-01",1993,1993
"2663540",1727,11,144,8,38,-3.17,10,50,"1993-11-01",1993,1993
"2663576",1728,12,144,8,38,1.07,10,50,"1993-12-01",1993,1993
"2663612",1729,1,145,8,38,2.21,10,50,"1994-01-01",1994,1994
"2663648",1730,2,145,8,38,-1.15,10,50,"1994-02-01",1994,1994
"2663684",1731,3,145,8,38,1.82,10,50,"1994-03-01",1994,1994
"2663720",1732,4,145,8,38,0.8,10,50,"1994-04-01",1994,1994
"2663756",1733,5,145,8,38,0.63,10,50,"1994-05-01",1994,1994
"2663792",1734,6,145,8,38,0.4,10,50,"1994-06-01",1994,1994
"2663828",1735,7,145,8,38,4.18,10,50,"1994-07-01",1994,1994
"2663864",1736,8,145,8,38,1.31,10,50,"1994-08-01",1994,1994
"2663900",1737,9,145,8,38,-0.24,10,50,"1994-09-01",1994,1994
"2663936",1738,10,145,8,38,-1.25,10,50,"1994-10-01",1994,1994
"2663972",1739,11,145,8,38,2.67,10,50,"1994-11-01",1994,1994
"2664008",1740,12,145,8,38,2.16,10,50,"1994-12-01",1994,1994
"2664044",1741,1,146,8,38,0.89,10,50,"1995-01-01",1995,1995
"2664080",1742,2,146,8,38,2.96,10,50,"1995-02-01",1995,1995
"2664116",1743,3,146,8,38,0.29,10,50,"1995-03-01",1995,1995
"2664152",1744,4,146,8,38,1.17,10,50,"1995-04-01",1995,1995
"2664188",1745,5,146,8,38,0.59,10,50,"1995-05-01",1995,1995
"2664224",1746,6,146,8,38,-0.29,10,50,"1995-06-01",1995,1995
"2664260",1747,7,146,8,38,2.9,10,50,"1995-07-01",1995,1995
"2664296",1748,8,146,8,38,2.68,10,50,"1995-08-01",1995,1995
"2664332",1749,9,146,8,38,0.03,10,50,"1995-09-01",1995,1995
"2664368",1750,10,146,8,38,2.04,10,50,"1995-10-01",1995,1995
"2664404",1751,11,146,8,38,0.06,10,50,"1995-11-01",1995,1995
"2664440",1752,12,146,8,38,-2.76,10,50,"1995-12-01",1995,1995
"2664476",1753,1,147,8,38,-2.41,10,50,"1996-01-01",1996,1996
"2664512",1754,2,147,8,38,-3,10,50,"1996-02-01",1996,1996
"2664548",1755,3,147,8,38,-2.34,10,50,"1996-03-01",1996,1996
"2664584",1756,4,147,8,38,0.56,10,50,"1996-04-01",1996,1996
"2664620",1757,5,147,8,38,-1.42,10,50,"1996-05-01",1996,1996
"2664656",1758,6,147,8,38,0.06,10,50,"1996-06-01",1996,1996
"2664692",1759,7,147,8,38,-0.71,10,50,"1996-07-01",1996,1996
"2664728",1760,8,147,8,38,0.87,10,50,"1996-08-01",1996,1996
"2664764",1761,9,147,8,38,-1.27,10,50,"1996-09-01",1996,1996
"2664800",1762,10,147,8,38,-0.02,10,50,"1996-10-01",1996,1996
"2664836",1763,11,147,8,38,0,10,50,"1996-11-01",1996,1996
"2664872",1764,12,147,8,38,-2.25,10,50,"1996-12-01",1996,1996
"2664908",1765,1,148,8,38,-2.81,10,50,"1997-01-01",1997,1997
"2664944",1766,2,148,8,38,2.36,10,50,"1997-02-01",1997,1997
"2664980",1767,3,148,8,38,2.33,10,50,"1997-03-01",1997,1997
"2665016",1768,4,148,8,38,-0.05,10,50,"1997-04-01",1997,1997
"2665052",1769,5,148,8,38,0.42,10,50,"1997-05-01",1997,1997
"2665088",1770,6,148,8,38,0.71,10,50,"1997-06-01",1997,1997
"2665124",1771,7,148,8,38,0.85,10,50,"1997-07-01",1997,1997
"2665160",1772,8,148,8,38,3.85,10,50,"1997-08-01",1997,1997
"2665196",1773,9,148,8,38,0.75,10,50,"1997-09-01",1997,1997
"2665232",1774,10,148,8,38,-0.78,10,50,"1997-10-01",1997,1997
"2665268",1775,11,148,8,38,0.07,10,50,"1997-11-01",1997,1997
"2665304",1776,12,148,8,38,1.13,10,50,"1997-12-01",1997,1997
"2665340",1777,1,149,8,38,2.41,10,50,"1998-01-01",1998,1998
"2665376",1778,2,149,8,38,2.87,10,50,"1998-02-01",1998,1998
"2665412",1779,3,149,8,38,2.21,10,50,"1998-03-01",1998,1998
"2665448",1780,4,149,8,38,1.52,10,50,"1998-04-01",1998,1998
"2665484",1781,5,149,8,38,2.4,10,50,"1998-05-01",1998,1998
"2665520",1782,6,149,8,38,1.04,10,50,"1998-06-01",1998,1998
"2665556",1783,7,149,8,38,-0.48,10,50,"1998-07-01",1998,1998
"2665592",1784,8,149,8,38,0.19,10,50,"1998-08-01",1998,1998
"2665628",1785,9,149,8,38,0.49,10,50,"1998-09-01",1998,1998
"2665664",1786,10,149,8,38,-0.8,10,50,"1998-10-01",1998,1998
"2665700",1787,11,149,8,38,-1.96,10,50,"1998-11-01",1998,1998
"2665736",1788,12,149,8,38,0.34,10,50,"1998-12-01",1998,1998
"2665772",1789,1,150,8,38,2.56,10,50,"1999-01-01",1999,1999
"2665808",1790,2,150,8,38,0.15,10,50,"1999-02-01",1999,1999
"2665844",1791,3,150,8,38,2.02,10,50,"1999-03-01",1999,1999
"2665880",1792,4,150,8,38,2.02,10,50,"1999-04-01",1999,1999
"2665916",1793,5,150,8,38,1.83,10,50,"1999-05-01",1999,1999
"2665952",1794,6,150,8,38,0.5,10,50,"1999-06-01",1999,1999
"2665988",1795,7,150,8,38,2.26,10,50,"1999-07-01",1999,1999
"2666024",1796,8,150,8,38,1.03,10,50,"1999-08-01",1999,1999
"2666060",1797,9,150,8,38,3.53,10,50,"1999-09-01",1999,1999
"2666096",1798,10,150,8,38,0.22,10,50,"1999-10-01",1999,1999
"2666132",1799,11,150,8,38,0.3,10,50,"1999-11-01",1999,1999
"2666168",1800,12,150,8,38,1.13,10,50,"1999-12-01",1999,1999
"2666204",1801,1,151,8,38,1.75,10,50,"2000-01-01",2000,2000
"2666240",1802,2,151,8,38,2.51,10,50,"2000-02-01",2000,2000
"2666276",1803,3,151,8,38,1.88,10,50,"2000-03-01",2000,2000
"2666312",1804,4,151,8,38,2.3,10,50,"2000-04-01",2000,2000
"2666348",1805,5,151,8,38,2.55,10,50,"2000-05-01",2000,2000
"2666384",1806,6,151,8,38,1.2,10,50,"2000-06-01",2000,2000
"2666420",1807,7,151,8,38,-1.34,10,50,"2000-07-01",2000,2000
"2666456",1808,8,151,8,38,0.86,10,50,"2000-08-01",2000,2000
"2666492",1809,9,151,8,38,1.33,10,50,"2000-09-01",2000,2000
"2666528",1810,10,151,8,38,0.9,10,50,"2000-10-01",2000,2000
"2666564",1811,11,151,8,38,1.71,10,50,"2000-11-01",2000,2000
"2666600",1812,12,151,8,38,2.01,10,50,"2000-12-01",2000,2000
"2666636",1813,1,152,8,38,0.99,10,50,"2001-01-01",2001,2001
"2666672",1814,2,152,8,38,1.34,10,50,"2001-02-01",2001,2001
"2666708",1815,3,152,8,38,0.25,10,50,"2001-03-01",2001,2001
"2666744",1816,4,152,8,38,0.3,10,50,"2001-04-01",2001,2001
"2666780",1817,5,152,8,38,1.85,10,50,"2001-05-01",2001,2001
"2666816",1818,6,152,8,38,-0.25,10,50,"2001-06-01",2001,2001
"2666852",1819,7,152,8,38,1.84,10,50,"2001-07-01",2001,2001
"2666888",1820,8,152,8,38,1.97,10,50,"2001-08-01",2001,2001
"2666924",1821,9,152,8,38,-0.61,10,50,"2001-09-01",2001,2001
"2666960",1822,10,152,8,38,2.9,10,50,"2001-10-01",2001,2001
"2666996",1823,11,152,8,38,0.76,10,50,"2001-11-01",2001,2001
"2667032",1824,12,152,8,38,-0.2,10,50,"2001-12-01",2001,2001
"2667068",1825,1,153,8,38,1.68,10,50,"2002-01-01",2002,2002
"2667104",1826,2,153,8,38,3.61,10,50,"2002-02-01",2002,2002
"2667140",1827,3,153,8,38,2.09,10,50,"2002-03-01",2002,2002
"2667176",1828,4,153,8,38,1.41,10,50,"2002-04-01",2002,2002
"2667212",1829,5,153,8,38,1.41,10,50,"2002-05-01",2002,2002
"2667248",1830,6,153,8,38,1.73,10,50,"2002-06-01",2002,2002
"2667284",1831,7,153,8,38,0.74,10,50,"2002-07-01",2002,2002
"2667320",1832,8,153,8,38,2.42,10,50,"2002-08-01",2002,2002
"2667356",1833,9,153,8,38,1.11,10,50,"2002-09-01",2002,2002
"2667392",1834,10,153,8,38,-0.81,10,50,"2002-10-01",2002,2002
"2667428",1835,11,153,8,38,1.31,10,50,"2002-11-01",2002,2002
"2667464",1836,12,153,8,38,-0.3,10,50,"2002-12-01",2002,2002
"2667500",1837,1,154,8,38,0.19,10,50,"2003-01-01",2003,2003
"2667536",1838,2,154,8,38,-1.28,10,50,"2003-02-01",2003,2003
"2667572",1839,3,154,8,38,2.05,10,50,"2003-03-01",2003,2003
"2667608",1840,4,154,8,38,1.53,10,50,"2003-04-01",2003,2003
"2667644",1841,5,154,8,38,1.39,10,50,"2003-05-01",2003,2003
"2667680",1842,6,154,8,38,2.99,10,50,"2003-06-01",2003,2003
"2667716",1843,7,154,8,38,2.23,10,50,"2003-07-01",2003,2003
"2667752",1844,8,154,8,38,3.11,10,50,"2003-08-01",2003,2003
"2667788",1845,9,154,8,38,0.98,10,50,"2003-09-01",2003,2003
"2667824",1846,10,154,8,38,-2.4,10,50,"2003-10-01",2003,2003
"2667860",1847,11,154,8,38,1.62,10,50,"2003-11-01",2003,2003
"2667896",1848,12,154,8,38,0.95,10,50,"2003-12-01",2003,2003
"2667932",1849,1,155,8,38,1.04,10,50,"2004-01-01",2004,2004
"2667968",1850,2,155,8,38,1.57,10,50,"2004-02-01",2004,2004
"2668004",1851,3,155,8,38,0.95,10,50,"2004-03-01",2004,2004
"2668040",1852,4,155,8,38,2.29,10,50,"2004-04-01",2004,2004
"2668076",1853,5,155,8,38,0.35,10,50,"2004-05-01",2004,2004
"2668112",1854,6,155,8,38,0.44,10,50,"2004-06-01",2004,2004
"2668148",1855,7,155,8,38,0.08,10,50,"2004-07-01",2004,2004
"2668184",1856,8,155,8,38,2.2,10,50,"2004-08-01",2004,2004
"2668220",1857,9,155,8,38,1.13,10,50,"2004-09-01",2004,2004
"2668256",1858,10,155,8,38,0.48,10,50,"2004-10-01",2004,2004
"2668292",1859,11,155,8,38,0.25,10,50,"2004-11-01",2004,2004
"2668328",1860,12,155,8,38,0.18,10,50,"2004-12-01",2004,2004
"2668364",1861,1,156,8,38,2.46,10,50,"2005-01-01",2005,2005
"2668400",1862,2,156,8,38,-0.68,10,50,"2005-02-01",2005,2005
"2668436",1863,3,156,8,38,0.87,10,50,"2005-03-01",2005,2005
"2668472",1864,4,156,8,38,2,10,50,"2005-04-01",2005,2005
"2668508",1865,5,156,8,38,0.56,10,50,"2005-05-01",2005,2005
"2668544",1866,6,156,8,38,1.22,10,50,"2005-06-01",2005,2005
"2668580",1867,7,156,8,38,1.31,10,50,"2005-07-01",2005,2005
"2668616",1868,8,156,8,38,-0.45,10,50,"2005-08-01",2005,2005
"2668652",1869,9,156,8,38,1.79,10,50,"2005-09-01",2005,2005
"2668688",1870,10,156,8,38,2.35,10,50,"2005-10-01",2005,2005
"2668724",1871,11,156,8,38,1.06,10,50,"2005-11-01",2005,2005
"2668760",1872,12,156,8,38,0.66,10,50,"2005-12-01",2005,2005
"2668796",1873,1,157,8,38,-0.71,10,50,"2006-01-01",2006,2006
"2668832",1874,2,157,8,38,-0.47,10,50,"2006-02-01",2006,2006
"2668868",1875,3,157,8,38,-1.28,10,50,"2006-03-01",2006,2006
"2668904",1876,4,157,8,38,0.63,10,50,"2006-04-01",2006,2006
"2668940",1877,5,157,8,38,1.41,10,50,"2006-05-01",2006,2006
"2668976",1878,6,157,8,38,1.25,10,50,"2006-06-01",2006,2006
"2669012",1879,7,157,8,38,4.84,10,50,"2006-07-01",2006,2006
"2669048",1880,8,157,8,38,0.07,10,50,"2006-08-01",2006,2006
"2669084",1881,9,157,8,38,3.48,10,50,"2006-09-01",2006,2006
"2669120",1882,10,157,8,38,3.03,10,50,"2006-10-01",2006,2006
"2669156",1883,11,157,8,38,2.78,10,50,"2006-11-01",2006,2006
"2669192",1884,12,157,8,38,3.23,10,50,"2006-12-01",2006,2006
"2669228",1885,1,158,8,38,4.45,10,50,"2007-01-01",2007,2007
"2669264",1886,2,158,8,38,2.92,10,50,"2007-02-01",2007,2007
"2669300",1887,3,158,8,38,2.93,10,50,"2007-03-01",2007,2007
"2669336",1888,4,158,8,38,4.53,10,50,"2007-04-01",2007,2007
"2669372",1889,5,158,8,38,2.07,10,50,"2007-05-01",2007,2007
"2669408",1890,6,158,8,38,2.38,10,50,"2007-06-01",2007,2007
"2669444",1891,7,158,8,38,0.56,10,50,"2007-07-01",2007,2007
"2669480",1892,8,158,8,38,0.56,10,50,"2007-08-01",2007,2007
"2669516",1893,9,158,8,38,-0.02,10,50,"2007-09-01",2007,2007
"2669552",1894,10,158,8,38,-0.43,10,50,"2007-10-01",2007,2007
