anomaly,date
-0.078,1947/09/01
0.075,1947/10/01
0.044,1947/11/01
-0.169,1947/12/01
0.088,1948/01/01
-0.129,1948/02/01
-0.167,1948/03/01
-0.037,1948/04/01
0.114,1948/05/01
0.079,1948/06/01
-0.108,1948/07/01
0.001,1948/08/01
-0.056,1948/09/01
0.028,1948/10/01
-0.053,1948/11/01
-0.213,1948/12/01
0.15,1949/01/01
-0.144,1949/02/01
-0.174,1949/03/01
0.008,1949/04/01
-0.048,1949/05/01
-0.181,1949/06/01
-0.094,1949/07/01
-0.031,1949/08/01
-0.073,1949/09/01
-0.039,1949/10/01
-0.084,1949/11/01
-0.194,1949/12/01
-0.336,1950/01/01
-0.248,1950/02/01
-0.179,1950/03/01
-0.167,1950/04/01
-0.089,1950/05/01
-0.077,1950/06/01
-0.042,1950/07/01
-0.113,1950/08/01
-0.109,1950/09/01
-0.12,1950/10/01
-0.393,1950/11/01
-0.254,1950/12/01
-0.347,1951/01/01
-0.458,1951/02/01
-0.292,1951/03/01
-0.098,1951/04/01
-0.014,1951/05/01
0.042,1951/06/01
0.055,1951/07/01
0.144,1951/08/01
0.092,1951/09/01
0.128,1951/10/01
-0.034,1951/11/01
0.178,1951/12/01
0.186,1952/01/01
0.142,1952/02/01
-0.122,1952/03/01
0.06,1952/04/01
0.04,1952/05/01
0.033,1952/06/01
0.096,1952/07/01
0.094,1952/08/01
0.101,1952/09/01
-0.001,1952/10/01
-0.189,1952/11/01
-0.057,1952/12/01
0.073,1953/01/01
0.153,1953/02/01
0.138,1953/03/01
0.198,1953/04/01
0.143,1953/05/01
0.165,1953/06/01
0.053,1953/07/01
0.089,1953/08/01
0.082,1953/09/01
0.075,1953/10/01
-0.072,1953/11/01
0.098,1953/12/01
-0.235,1954/01/01
-0.092,1954/02/01
-0.152,1954/03/01
-0.153,1954/04/01
-0.205,1954/05/01
-0.13,1954/06/01
-0.199,1954/07/01
-0.092,1954/08/01
-0.086,1954/09/01
-0.036,1954/10/01
0.016,1954/11/01
-0.226,1954/12/01
0.128,1955/01/01
-0.165,1955/02/01
-0.398,1955/03/01
-0.242,1955/04/01
-0.231,1955/05/01
-0.164,1955/06/01
-0.2,1955/07/01
-0.066,1955/08/01
-0.117,1955/09/01
-0.158,1955/10/01
-0.309,1955/11/01
-0.343,1955/12/01
-0.242,1956/01/01
-0.346,1956/02/01
-0.311,1956/03/01
-0.336,1956/04/01
-0.279,1956/05/01
-0.225,1956/06/01
-0.215,1956/07/01
-0.241,1956/08/01
-0.281,1956/09/01
-0.228,1956/10/01
-0.252,1956/11/01
-0.203,1956/12/01
-0.168,1957/01/01
-0.12,1957/02/01
-0.184,1957/03/01
-0.066,1957/04/01
0.06,1957/05/01
0.091,1957/06/01
0.008,1957/07/01
0.097,1957/08/01
0.031,1957/09/01
-0.01,1957/10/01
0.055,1957/11/01
0.161,1957/12/01
0.277,1958/01/01
0.183,1958/02/01
-0.004,1958/03/01
0.036,1958/04/01
0.034,1958/05/01
-0.011,1958/06/01
0.042,1958/07/01
0.016,1958/08/01
-0.054,1958/09/01
0.018,1958/10/01
0.013,1958/11/01
0.024,1958/12/01
0.093,1959/01/01
0.031,1959/02/01
0.081,1959/03/01
0.043,1959/04/01
-0.007,1959/05/01
0.067,1959/06/01
0.028,1959/07/01
0.049,1959/08/01
0.038,1959/09/01
-0.039,1959/10/01
-0.115,1959/11/01
-0.073,1959/12/01
-0.032,1960/01/01
0.091,1960/02/01
-0.322,1960/03/01
-0.175,1960/04/01
-0.158,1960/05/01
-0.03,1960/06/01
-0.028,1960/07/01
0.005,1960/08/01
0.059,1960/09/01
-0.027,1960/10/01
-0.147,1960/11/01
0.141,1960/12/01
0.051,1961/01/01
0.19,1961/02/01
0.098,1961/03/01
0.095,1961/04/01
0.087,1961/05/01
0.106,1961/06/01
0.01,1961/07/01
0.037,1961/08/01
-0.036,1961/09/01
-0.029,1961/10/01
-0.015,1961/11/01
-0.108,1961/12/01
0.054,1962/01/01
0.141,1962/02/01
0.034,1962/03/01
0.026,1962/04/01
-0.039,1962/05/01
-0.046,1962/06/01
0.02,1962/07/01
0,1962/08/01
-0.011,1962/09/01
0.05,1962/10/01
0.011,1962/11/01
-0.01,1962/12/01
-0.041,1963/01/01
0.155,1963/02/01
-0.143,1963/03/01
-0.068,1963/04/01
-0.012,1963/05/01
-0.03,1963/06/01
0.119,1963/07/01
0.134,1963/08/01
0.125,1963/09/01
0.221,1963/10/01
0.154,1963/11/01
-0.007,1963/12/01
-0.051,1964/01/01
-0.139,1964/02/01
-0.286,1964/03/01
-0.249,1964/04/01
-0.175,1964/05/01
-0.153,1964/06/01
-0.164,1964/07/01
-0.257,1964/08/01
-0.281,1964/09/01
-0.274,1964/10/01
-0.298,1964/11/01
-0.359,1964/12/01
-0.106,1965/01/01
-0.25,1965/02/01
-0.214,1965/03/01
-0.253,1965/04/01
-0.153,1965/05/01
-0.106,1965/06/01
-0.184,1965/07/01
-0.107,1965/08/01
-0.09,1965/09/01
-0.025,1965/10/01
-0.138,1965/11/01
-0.07,1965/12/01
-0.103,1966/01/01
-0.1,1966/02/01
-0.063,1966/03/01
-0.107,1966/04/01
-0.139,1966/05/01
0.033,1966/06/01
0.033,1966/07/01
-0.022,1966/08/01
-0.032,1966/09/01
-0.104,1966/10/01
-0.095,1966/11/01
-0.147,1966/12/01
-0.168,1967/01/01
-0.238,1967/02/01
-0.054,1967/03/01
-0.065,1967/04/01
0.073,1967/05/01
-0.091,1967/06/01
-0.061,1967/07/01
-0.063,1967/08/01
-0.099,1967/09/01
0.064,1967/10/01
-0.061,1967/11/01
-0.142,1967/12/01
-0.249,1968/01/01
-0.208,1968/02/01
0.043,1968/03/01
-0.168,1968/04/01
-0.213,1968/05/01
-0.098,1968/06/01
-0.101,1968/07/01
-0.054,1968/08/01
-0.078,1968/09/01
-0.023,1968/10/01
-0.067,1968/11/01
-0.114,1968/12/01
-0.172,1969/01/01
-0.166,1969/02/01
-0.009,1969/03/01
0.102,1969/04/01
0.124,1969/05/01
0.019,1969/06/01
0.034,1969/07/01
0.054,1969/08/01
0.012,1969/09/01
0.022,1969/10/01
0.135,1969/11/01
0.187,1969/12/01
0.07,1970/01/01
0.141,1970/02/01
-0.066,1970/03/01
0.054,1970/04/01
-0.036,1970/05/01
-0.016,1970/06/01
-0.048,1970/07/01
-0.092,1970/08/01
-0.043,1970/09/01
-0.074,1970/10/01
-0.056,1970/11/01
-0.168,1970/12/01
-0.1,1971/01/01
-0.287,1971/02/01
-0.287,1971/03/01
-0.236,1971/04/01
-0.212,1971/05/01
-0.237,1971/06/01
-0.133,1971/07/01
-0.167,1971/08/01
-0.12,1971/09/01
-0.154,1971/10/01
-0.077,1971/11/01
-0.203,1971/12/01
-0.385,1972/01/01
-0.279,1972/02/01
-0.134,1972/03/01
-0.072,1972/04/01
-0.064,1972/05/01
0.012,1972/06/01
-0.024,1972/07/01
0.019,1972/08/01
-0.056,1972/09/01
0.005,1972/10/01
0.003,1972/11/01
0.185,1972/12/01
0.149,1973/01/01
0.269,1973/02/01
0.222,1973/03/01
0.16,1973/04/01
0.086,1973/05/01
0.109,1973/06/01
0.021,1973/07/01
0.017,1973/08/01
-0.043,1973/09/01
-0.037,1973/10/01
-0.099,1973/11/01
-0.108,1973/12/01
-0.379,1974/01/01
-0.418,1974/02/01
-0.236,1974/03/01
-0.182,1974/04/01
-0.191,1974/05/01
-0.151,1974/06/01
-0.121,1974/07/01
-0.088,1974/08/01
-0.129,1974/09/01
-0.215,1974/10/01
-0.214,1974/11/01
-0.237,1974/12/01
-0.077,1975/01/01
-0.103,1975/02/01
-0.073,1975/03/01
-0.092,1975/04/01
-0.082,1975/05/01
-0.085,1975/06/01
-0.109,1975/07/01
-0.177,1975/08/01
-0.132,1975/09/01
-0.23,1975/10/01
-0.318,1975/11/01
-0.302,1975/12/01
-0.228,1976/01/01
-0.322,1976/02/01
-0.439,1976/03/01
-0.197,1976/04/01
-0.319,1976/05/01
-0.249,1976/06/01
-0.182,1976/07/01
-0.195,1976/08/01
-0.164,1976/09/01
-0.31,1976/10/01
-0.174,1976/11/01
-0.085,1976/12/01
-0.074,1977/01/01
0.082,1977/02/01
0.103,1977/03/01
0.098,1977/04/01
0.074,1977/05/01
0.113,1977/06/01
0.061,1977/07/01
0,1977/08/01
0.037,1977/09/01
-0.007,1977/10/01
0.133,1977/11/01
-0.059,1977/12/01
0.018,1978/01/01
-0.033,1978/02/01
0.036,1978/03/01
-0.064,1978/04/01
-0.09,1978/05/01
-0.137,1978/06/01
-0.068,1978/07/01
-0.191,1978/08/01
-0.051,1978/09/01
-0.116,1978/10/01
0.049,1978/11/01
-0.093,1978/12/01
-0.043,1979/01/01
-0.132,1979/02/01
0.023,1979/03/01
-0.047,1979/04/01
-0.031,1979/05/01
0.059,1979/06/01
0.054,1979/07/01
0.08,1979/08/01
0.094,1979/09/01
0.128,1979/10/01
0.152,1979/11/01
0.357,1979/12/01
0.14,1980/01/01
0.227,1980/02/01
0.074,1980/03/01
0.142,1980/04/01
0.132,1980/05/01
0.074,1980/06/01
0.057,1980/07/01
0.03,1980/08/01
0.037,1980/09/01
0.004,1980/10/01
0.132,1980/11/01
0.064,1980/12/01
0.333,1981/01/01
0.199,1981/02/01
0.212,1981/03/01
0.13,1981/04/01
0.066,1981/05/01
0.126,1981/06/01
0.094,1981/07/01
0.125,1981/08/01
0.076,1981/09/01
0,1981/10/01
0.066,1981/11/01
0.269,1981/12/01
-0.047,1982/01/01
0.001,1982/02/01
-0.136,1982/03/01
0.031,1982/04/01
0.043,1982/05/01
-0.051,1982/06/01
-0.018,1982/07/01
-0.012,1982/08/01
0.074,1982/09/01
0.012,1982/10/01
0,1982/11/01
0.257,1982/12/01
0.431,1983/01/01
0.313,1983/02/01
0.208,1983/03/01
0.107,1983/04/01
0.117,1983/05/01
0.127,1983/06/01
0.136,1983/07/01
0.2,1983/08/01
0.177,1983/09/01
0.099,1983/10/01
0.255,1983/11/01
0.09,1983/12/01
0.127,1984/01/01
0.021,1984/02/01
0.044,1984/03/01
-0.046,1984/04/01
0.086,1984/05/01
-0.019,1984/06/01
-0.033,1984/07/01
0.041,1984/08/01
0.036,1984/09/01
-0.027,1984/10/01
-0.129,1984/11/01
-0.278,1984/12/01
0.014,1985/01/01
-0.132,1985/02/01
-0.026,1985/03/01
-0.035,1985/04/01
-0.002,1985/05/01
-0.058,1985/06/01
-0.055,1985/07/01
0.025,1985/08/01
-0.032,1985/09/01
0.016,1985/10/01
-0.074,1985/11/01
0.02,1985/12/01
0.127,1986/01/01
0.091,1986/02/01
0.081,1986/03/01
0.082,1986/04/01
0.039,1986/05/01
0.054,1986/06/01
-0.002,1986/07/01
0,1986/08/01
0.017,1986/09/01
0.064,1986/10/01
-0.001,1986/11/01
0.008,1986/12/01
0.104,1987/01/01
0.284,1987/02/01
0.023,1987/03/01
0.087,1987/04/01
0.139,1987/05/01
0.12,1987/06/01
0.263,1987/07/01
0.229,1987/08/01
0.267,1987/09/01
0.192,1987/10/01
0.186,1987/11/01
0.316,1987/12/01
0.385,1988/01/01
0.232,1988/02/01
0.275,1988/03/01
0.228,1988/04/01
0.209,1988/05/01
0.218,1988/06/01
0.177,1988/07/01
0.175,1988/08/01
0.185,1988/09/01
0.144,1988/10/01
0.028,1988/11/01
0.148,1988/12/01
0.02,1989/01/01
0.155,1989/02/01
0.14,1989/03/01
0.086,1989/04/01
0.078,1989/05/01
0.078,1989/06/01
0.165,1989/07/01
0.177,1989/08/01
0.143,1989/09/01
0.154,1989/10/01
0.058,1989/11/01
0.201,1989/12/01
0.215,1990/01/01
0.302,1990/02/01
0.558,1990/03/01
0.368,1990/04/01
0.275,1990/05/01
0.271,1990/06/01
0.231,1990/07/01
0.247,1990/08/01
0.173,1990/09/01
0.328,1990/10/01
0.305,1990/11/01
0.239,1990/12/01
0.284,1991/01/01
0.292,1991/02/01
0.189,1991/03/01
0.389,1991/04/01
0.306,1991/05/01
0.3,1991/06/01
0.311,1991/07/01
0.264,1991/08/01
0.237,1991/09/01
0.191,1991/10/01
0.153,1991/11/01
0.119,1991/12/01
0.367,1992/01/01
0.329,1992/02/01
0.252,1992/03/01
0.13,1992/04/01
0.173,1992/05/01
0.125,1992/06/01
-0.013,1992/07/01
0.008,1992/08/01
-0.069,1992/09/01
-0.051,1992/10/01
-0.092,1992/11/01
0.068,1992/12/01
0.317,1993/01/01
0.25,1993/02/01
0.243,1993/03/01
0.132,1993/04/01
0.18,1993/05/01
0.166,1993/06/01
0.131,1993/07/01
0.097,1993/08/01
0.049,1993/09/01
0.094,1993/10/01
-0.045,1993/11/01
0.11,1993/12/01
0.176,1994/01/01
-0.06,1994/02/01
0.226,1994/03/01
0.193,1994/04/01
0.265,1994/05/01
0.258,1994/06/01
0.172,1994/07/01
0.182,1994/08/01
0.181,1994/09/01
0.312,1994/10/01
0.289,1994/11/01
0.232,1994/12/01
0.428,1995/01/01
0.599,1995/02/01
0.332,1995/03/01
0.294,1995/04/01
0.209,1995/05/01
0.305,1995/06/01
0.328,1995/07/01
0.353,1995/08/01
0.243,1995/09/01
0.324,1995/10/01
0.325,1995/11/01
0.131,1995/12/01
0.114,1996/01/01
0.324,1996/02/01
0.184,1996/03/01
0.135,1996/04/01
0.207,1996/05/01
0.163,1996/06/01
0.219,1996/07/01
0.192,1996/08/01
0.089,1996/09/01
0.121,1996/10/01
0.142,1996/11/01
0.229,1996/12/01
0.206,1997/01/01
0.323,1997/02/01
0.346,1997/03/01
0.287,1997/04/01
0.288,1997/05/01
0.4,1997/06/01
0.369,1997/07/01
0.436,1997/08/01
0.475,1997/09/01
0.553,1997/10/01
0.49,1997/11/01
0.507,1997/12/01
0.484,1998/01/01
0.745,1998/02/01
0.547,1998/03/01
0.611,1998/04/01
0.563,1998/05/01
0.573,1998/06/01
0.66,1998/07/01
0.591,1998/08/01
0.377,1998/09/01
0.388,1998/10/01
0.278,1998/11/01
0.462,1998/12/01
0.339,1999/01/01
0.572,1999/02/01
0.219,1999/03/01
0.316,1999/04/01
0.24,1999/05/01
0.257,1999/06/01
0.284,1999/07/01
0.218,1999/08/01
0.286,1999/09/01
0.247,1999/10/01
0.226,1999/11/01
0.387,1999/12/01
0.226,2000/01/01
0.469,2000/02/01
0.389,2000/03/01
0.479,2000/04/01
0.267,2000/05/01
0.254,2000/06/01
0.251,2000/07/01
0.356,2000/08/01
0.306,2000/09/01
0.209,2000/10/01
0.151,2000/11/01
0.136,2000/12/01
0.368,2001/01/01
0.318,2001/02/01
0.515,2001/03/01
0.452,2001/04/01
0.414,2001/05/01
0.419,2001/06/01
0.458,2001/07/01
0.506,2001/08/01
0.41,2001/09/01
0.402,2001/10/01
0.592,2001/11/01
0.357,2001/12/01
0.66,2002/01/01
0.689,2002/02/01
0.689,2002/03/01
0.449,2002/04/01
0.421,2002/05/01
0.467,2002/06/01
0.472,2002/07/01
0.436,2002/08/01
0.417,2002/09/01
0.401,2002/10/01
0.436,2002/11/01
0.305,2002/12/01
0.581,2003/01/01
0.436,2003/02/01
0.45,2003/03/01
0.424,2003/04/01
0.476,2003/05/01
0.449,2003/06/01
0.473,2003/07/01
0.538,2003/08/01
0.525,2003/09/01
0.602,2003/10/01
0.441,2003/11/01
0.583,2003/12/01
0.513,2004/01/01
0.603,2004/02/01
0.508,2004/03/01
0.46,2004/04/01
0.308,2004/05/01
0.325,2004/06/01
0.355,2004/07/01
0.39,2004/08/01
0.432,2004/09/01
0.461,2004/10/01
0.583,2004/11/01
0.336,2004/12/01
0.544,2005/01/01
0.389,2005/02/01
0.55,2005/03/01
0.6,2005/04/01
0.513,2005/05/01
0.537,2005/06/01
0.54,2005/07/01
0.532,2005/08/01
0.551,2005/09/01
0.592,2005/10/01
0.61,2005/11/01
0.471,2005/12/01
0.37,2006/01/01
0.539,2006/02/01
0.453,2006/03/01
0.402,2006/04/01
0.399,2006/05/01
0.506,2006/06/01
0.478,2006/07/01
0.514,2006/08/01
0.488,2006/09/01
0.541,2006/10/01
0.525,2006/11/01
0.687,2006/12/01
0.818,2007/01/01
0.538,2007/02/01
0.515,2007/03/01
0.574,2007/04/01
0.428,2007/05/01
0.404,2007/06/01
0.432,2007/07/01
0.43,2007/08/01
0.446,2007/09/01
0.464,2007/10/01
0.362,2007/11/01
0.329,2007/12/01
0.163,2008/01/01
0.257,2008/02/01
0.535,2008/03/01
0.319,2008/04/01
0.329,2008/05/01
0.345,2008/06/01
0.443,2008/07/01
0.421,2008/08/01
0.389,2008/09/01
0.53,2008/10/01
0.509,2008/11/01
0.373,2008/12/01
0.464,2009/01/01
0.414,2009/02/01
0.391,2009/03/01
0.492,2009/04/01
0.431,2009/05/01
0.541,2009/06/01
0.524,2009/07/01
0.584,2009/08/01
0.542,2009/09/01
0.497,2009/10/01
0.538,2009/11/01
0.457,2009/12/01
0.539,2010/01/01
0.547,2010/02/01
0.662,2010/03/01
0.673,2010/04/01
0.579,2010/05/01
0.572,2010/06/01
0.601,2010/07/01
0.528,2010/08/01
0.412,2010/09/01
0.473,2010/10/01
0.571,2010/11/01
0.323,2010/12/01
0.31,2011/01/01
0.297,2011/02/01
0.4,2011/03/01
0.446,2011/04/01
0.358,2011/05/01
0.465,2011/06/01
0.494,2011/07/01
0.474,2011/08/01
0.435,2011/09/01
0.432,2011/10/01
0.325,2011/11/01
0.368,2011/12/01
0.288,2012/01/01
0.209,2012/02/01
0.339,2012/03/01
0.514,2012/04/01
0.516,2012/05/01
0.501,2012/06/01
0.469,2012/07/01
0.529,2012/08/01
0.524,2012/09/01
