"","time","month","year","yloc","xloc","value","long","lat","fixedtime","fixedyear","realyear"
"1159678",966,6,81,10,17,-1.11,-95,40,"1930-06-01",1930,1930
"1159714",967,7,81,10,17,2.28,-95,40,"1930-07-01",1930,1930
"1159750",968,8,81,10,17,1.09,-95,40,"1930-08-01",1930,1930
"1159786",969,9,81,10,17,0.92,-95,40,"1930-09-01",1930,1930
"1159822",970,10,81,10,17,-0.9,-95,40,"1930-10-01",1930,1930
"1159858",971,11,81,10,17,1.52,-95,40,"1930-11-01",1930,1930
"1159894",972,12,81,10,17,2.78,-95,40,"1930-12-01",1930,1930
"1159930",973,1,82,10,17,6.16,-95,40,"1931-01-01",1931,1931
"1159966",974,2,82,10,17,6,-95,40,"1931-02-01",1931,1931
"1160002",975,3,82,10,17,-0.94,-95,40,"1931-03-01",1931,1931
"1160038",976,4,82,10,17,0.38,-95,40,"1931-04-01",1931,1931
"1160074",977,5,82,10,17,-1.87,-95,40,"1931-05-01",1931,1931
"1160110",978,6,82,10,17,3.24,-95,40,"1931-06-01",1931,1931
"1160146",979,7,82,10,17,1.22,-95,40,"1931-07-01",1931,1931
"1160182",980,8,82,10,17,0.39,-95,40,"1931-08-01",1931,1931
"1160218",981,9,82,10,17,4.54,-95,40,"1931-09-01",1931,1931
"1160254",982,10,82,10,17,2.26,-95,40,"1931-10-01",1931,1931
"1160290",983,11,82,10,17,1.42,-95,40,"1931-11-01",1931,1931
"1160326",984,12,82,10,17,4.08,-95,40,"1931-12-01",1931,1931
"1160362",985,1,83,10,17,-1.32,-95,40,"1932-01-01",1932,1932
"1160398",986,2,83,10,17,0.73,-95,40,"1932-02-01",1932,1932
"1160434",987,3,83,10,17,-3.86,-95,40,"1932-03-01",1932,1932
"1160470",988,4,83,10,17,1.08,-95,40,"1932-04-01",1932,1932
"1160506",989,5,83,10,17,0.87,-95,40,"1932-05-01",1932,1932
"1160542",990,6,83,10,17,0.45,-95,40,"1932-06-01",1932,1932
"1160578",991,7,83,10,17,1.16,-95,40,"1932-07-01",1932,1932
"1160614",992,8,83,10,17,0.63,-95,40,"1932-08-01",1932,1932
"1160650",993,9,83,10,17,-0.35,-95,40,"1932-09-01",1932,1932
"1160686",994,10,83,10,17,-1.54,-95,40,"1932-10-01",1932,1932
"1160722",995,11,83,10,17,-1.03,-95,40,"1932-11-01",1932,1932
"1160758",996,12,83,10,17,-1.8,-95,40,"1932-12-01",1932,1932
"1160794",997,1,84,10,17,6.58,-95,40,"1933-01-01",1933,1933
"1160830",998,2,84,10,17,-1.55,-95,40,"1933-02-01",1933,1933
"1160866",999,3,84,10,17,0.34,-95,40,"1933-03-01",1933,1933
"1160902",1000,4,84,10,17,-0.57,-95,40,"1933-04-01",1933,1933
"1160938",1001,5,84,10,17,-1.25,-95,40,"1933-05-01",1933,1933
"1160974",1002,6,84,10,17,4.54,-95,40,"1933-06-01",1933,1933
"1161010",1003,7,84,10,17,1.02,-95,40,"1933-07-01",1933,1933
"1161046",1004,8,84,10,17,-0.98,-95,40,"1933-08-01",1933,1933
"1161082",1005,9,84,10,17,3.38,-95,40,"1933-09-01",1933,1933
"1161118",1006,10,84,10,17,-0.25,-95,40,"1933-10-01",1933,1933
"1161154",1007,11,84,10,17,1.48,-95,40,"1933-11-01",1933,1933
"1161190",1008,12,84,10,17,2.42,-95,40,"1933-12-01",1933,1933
"1161226",1009,1,85,10,17,4.47,-95,40,"1934-01-01",1934,1934
"1161262",1010,2,85,10,17,1.39,-95,40,"1934-02-01",1934,1934
"1161298",1011,3,85,10,17,-0.19,-95,40,"1934-03-01",1934,1934
"1161334",1012,4,85,10,17,1,-95,40,"1934-04-01",1934,1934
"1161370",1013,5,85,10,17,5.39,-95,40,"1934-05-01",1934,1934
"1161406",1014,6,85,10,17,3.1,-95,40,"1934-06-01",1934,1934
"1161442",1015,7,85,10,17,3.75,-95,40,"1934-07-01",1934,1934
"1161478",1016,8,85,10,17,1.59,-95,40,"1934-08-01",1934,1934
"1161514",1017,9,85,10,17,-2.09,-95,40,"1934-09-01",1934,1934
"1161550",1018,10,85,10,17,2.91,-95,40,"1934-10-01",1934,1934
"1161586",1019,11,85,10,17,2.42,-95,40,"1934-11-01",1934,1934
"1161622",1020,12,85,10,17,-0.22,-95,40,"1934-12-01",1934,1934
"1161658",1021,1,86,10,17,1.26,-95,40,"1935-01-01",1935,1935
"1161694",1022,2,86,10,17,4.03,-95,40,"1935-02-01",1935,1935
"1161730",1023,3,86,10,17,3.28,-95,40,"1935-03-01",1935,1935
"1161766",1024,4,86,10,17,-2.16,-95,40,"1935-04-01",1935,1935
"1161802",1025,5,86,10,17,-4.02,-95,40,"1935-05-01",1935,1935
"1161838",1026,6,86,10,17,-2.43,-95,40,"1935-06-01",1935,1935
"1161874",1027,7,86,10,17,3.43,-95,40,"1935-07-01",1935,1935
"1161910",1028,8,86,10,17,1.26,-95,40,"1935-08-01",1935,1935
"1161946",1029,9,86,10,17,0.86,-95,40,"1935-09-01",1935,1935
"1161982",1030,10,86,10,17,-1.29,-95,40,"1935-10-01",1935,1935
"1162018",1031,11,86,10,17,-2.28,-95,40,"1935-11-01",1935,1935
"1162054",1032,12,86,10,17,1.1,-95,40,"1935-12-01",1935,1935
"1162090",1033,1,87,10,17,-5.49,-95,40,"1936-01-01",1936,1936
"1162126",1034,2,87,10,17,-11.77,-95,40,"1936-02-01",1936,1936
"1162162",1035,3,87,10,17,1.75,-95,40,"1936-03-01",1936,1936
"1162198",1036,4,87,10,17,-2.11,-95,40,"1936-04-01",1936,1936
"1162234",1037,5,87,10,17,2.43,-95,40,"1936-05-01",1936,1936
"1162270",1038,6,87,10,17,1,-95,40,"1936-06-01",1936,1936
"1162306",1039,7,87,10,17,5.22,-95,40,"1936-07-01",1936,1936
"1162342",1040,8,87,10,17,3.87,-95,40,"1936-08-01",1936,1936
"1162378",1041,9,87,10,17,2.72,-95,40,"1936-09-01",1936,1936
"1162414",1042,10,87,10,17,-0.89,-95,40,"1936-10-01",1936,1936
"1162450",1043,11,87,10,17,-0.53,-95,40,"1936-11-01",1936,1936
"1162486",1044,12,87,10,17,2.21,-95,40,"1936-12-01",1936,1936
"1162522",1045,1,88,10,17,-6.74,-95,40,"1937-01-01",1937,1937
"1162558",1046,2,88,10,17,-2.52,-95,40,"1937-02-01",1937,1937
"1162594",1047,3,88,10,17,-1.32,-95,40,"1937-03-01",1937,1937
"1162630",1048,4,88,10,17,-1.32,-95,40,"1937-04-01",1937,1937
"1162666",1049,5,88,10,17,0.77,-95,40,"1937-05-01",1937,1937
"1162702",1050,6,88,10,17,-0.82,-95,40,"1937-06-01",1937,1937
"1162738",1051,7,88,10,17,1.47,-95,40,"1937-07-01",1937,1937
"1162774",1052,8,88,10,17,4.11,-95,40,"1937-08-01",1937,1937
"1162810",1053,9,88,10,17,1.84,-95,40,"1937-09-01",1937,1937
"1162846",1054,10,88,10,17,-0.66,-95,40,"1937-10-01",1937,1937
"1162882",1055,11,88,10,17,-1.21,-95,40,"1937-11-01",1937,1937
"1162918",1056,12,88,10,17,0.28,-95,40,"1937-12-01",1937,1937
"1162954",1057,1,89,10,17,1.79,-95,40,"1938-01-01",1938,1938
"1162990",1058,2,89,10,17,-0.45,-95,40,"1938-02-01",1938,1938
"1163026",1059,3,89,10,17,3.45,-95,40,"1938-03-01",1938,1938
"1163062",1060,4,89,10,17,0.46,-95,40,"1938-04-01",1938,1938
"1163098",1061,5,89,10,17,-1.52,-95,40,"1938-05-01",1938,1938
"1163134",1062,6,89,10,17,-0.05,-95,40,"1938-06-01",1938,1938
"1163170",1063,7,89,10,17,1.09,-95,40,"1938-07-01",1938,1938
"1163206",1064,8,89,10,17,2.74,-95,40,"1938-08-01",1938,1938
"1163242",1065,9,89,10,17,2.33,-95,40,"1938-09-01",1938,1938
"1163278",1066,10,89,10,17,4.59,-95,40,"1938-10-01",1938,1938
"1163314",1067,11,89,10,17,-0.73,-95,40,"1938-11-01",1938,1938
"1163350",1068,12,89,10,17,2.65,-95,40,"1938-12-01",1938,1938
"1163386",1069,1,90,10,17,5.6,-95,40,"1939-01-01",1939,1939
"1163422",1070,2,90,10,17,-4.05,-95,40,"1939-02-01",1939,1939
"1163458",1071,3,90,10,17,0.83,-95,40,"1939-03-01",1939,1939
"1163494",1072,4,90,10,17,-0.6,-95,40,"1939-04-01",1939,1939
"1163530",1073,5,90,10,17,3.48,-95,40,"1939-05-01",1939,1939
"1163566",1074,6,90,10,17,0.4,-95,40,"1939-06-01",1939,1939
"1163602",1075,7,90,10,17,2.03,-95,40,"1939-07-01",1939,1939
"1163638",1076,8,90,10,17,-0.11,-95,40,"1939-08-01",1939,1939
"1163674",1077,9,90,10,17,3.53,-95,40,"1939-09-01",1939,1939
"1163710",1078,10,90,10,17,0.59,-95,40,"1939-10-01",1939,1939
"1163746",1079,11,90,10,17,1.96,-95,40,"1939-11-01",1939,1939
"1163782",1080,12,90,10,17,5.31,-95,40,"1939-12-01",1939,1939
"1163818",1081,1,91,10,17,-6.86,-95,40,"1940-01-01",1940,1940
"1163854",1082,2,91,10,17,-0.93,-95,40,"1940-02-01",1940,1940
"1163890",1083,3,91,10,17,-1.26,-95,40,"1940-03-01",1940,1940
"1163926",1084,4,91,10,17,-1.29,-95,40,"1940-04-01",1940,1940
"1163962",1085,5,91,10,17,-0.84,-95,40,"1940-05-01",1940,1940
"1163998",1086,6,91,10,17,0.35,-95,40,"1940-06-01",1940,1940
"1164034",1087,7,91,10,17,2.16,-95,40,"1940-07-01",1940,1940
"1164070",1088,8,91,10,17,-0.61,-95,40,"1940-08-01",1940,1940
"1164106",1089,9,91,10,17,2.75,-95,40,"1940-09-01",1940,1940
"1164142",1090,10,91,10,17,3.82,-95,40,"1940-10-01",1940,1940
"1164178",1091,11,91,10,17,-2.83,-95,40,"1940-11-01",1940,1940
"1164214",1092,12,91,10,17,2.41,-95,40,"1940-12-01",1940,1940
"1164250",1093,1,92,10,17,1.8,-95,40,"1941-01-01",1941,1941
"1164286",1094,2,92,10,17,-0.94,-95,40,"1941-02-01",1941,1941
"1164322",1095,3,92,10,17,-1.63,-95,40,"1941-03-01",1941,1941
"1164358",1096,4,92,10,17,1.08,-95,40,"1941-04-01",1941,1941
"1164394",1097,5,92,10,17,2.49,-95,40,"1941-05-01",1941,1941
"1164430",1098,6,92,10,17,-0.65,-95,40,"1941-06-01",1941,1941
"1164466",1099,7,92,10,17,0.41,-95,40,"1941-07-01",1941,1941
"1164502",1100,8,92,10,17,1.47,-95,40,"1941-08-01",1941,1941
"1164538",1101,9,92,10,17,1.27,-95,40,"1941-09-01",1941,1941
"1164574",1102,10,92,10,17,0.51,-95,40,"1941-10-01",1941,1941
"1164610",1103,11,92,10,17,1.34,-95,40,"1941-11-01",1941,1941
"1164646",1104,12,92,10,17,4.07,-95,40,"1941-12-01",1941,1941
"1164682",1105,1,93,10,17,2.43,-95,40,"1942-01-01",1942,1942
"1164718",1106,2,93,10,17,-0.95,-95,40,"1942-02-01",1942,1942
"1164754",1107,3,93,10,17,0.66,-95,40,"1942-03-01",1942,1942
"1164790",1108,4,93,10,17,2.24,-95,40,"1942-04-01",1942,1942
"1164826",1109,5,93,10,17,-1.87,-95,40,"1942-05-01",1942,1942
"1164862",1110,6,93,10,17,-1,-95,40,"1942-06-01",1942,1942
"1164898",1111,7,93,10,17,0.07,-95,40,"1942-07-01",1942,1942
"1164934",1112,8,93,10,17,0.19,-95,40,"1942-08-01",1942,1942
"1164970",1113,9,93,10,17,-1.79,-95,40,"1942-09-01",1942,1942
"1165006",1114,10,93,10,17,0.42,-95,40,"1942-10-01",1942,1942
"1165042",1115,11,93,10,17,0.82,-95,40,"1942-11-01",1942,1942
"1165078",1116,12,93,10,17,-0.44,-95,40,"1942-12-01",1942,1942
"1165114",1117,1,94,10,17,-1.78,-95,40,"1943-01-01",1943,1943
"1165150",1118,2,94,10,17,3.2,-95,40,"1943-02-01",1943,1943
"1165186",1119,3,94,10,17,-2.65,-95,40,"1943-03-01",1943,1943
"1165222",1120,4,94,10,17,0.9,-95,40,"1943-04-01",1943,1943
"1165258",1121,5,94,10,17,-2.23,-95,40,"1943-05-01",1943,1943
"1165294",1122,6,94,10,17,-0.17,-95,40,"1943-06-01",1943,1943
"1165330",1123,7,94,10,17,0.52,-95,40,"1943-07-01",1943,1943
"1165366",1124,8,94,10,17,1.8,-95,40,"1943-08-01",1943,1943
"1165402",1125,9,94,10,17,-0.83,-95,40,"1943-09-01",1943,1943
"1165438",1126,10,94,10,17,0.01,-95,40,"1943-10-01",1943,1943
"1165474",1127,11,94,10,17,-1,-95,40,"1943-11-01",1943,1943
"1165510",1128,12,94,10,17,2.1,-95,40,"1943-12-01",1943,1943
"1165546",1129,1,95,10,17,5.48,-95,40,"1944-01-01",1944,1944
"1165582",1130,2,95,10,17,0.1,-95,40,"1944-02-01",1944,1944
"1165618",1131,3,95,10,17,-4.1,-95,40,"1944-03-01",1944,1944
"1165654",1132,4,95,10,17,-3.47,-95,40,"1944-04-01",1944,1944
"1165690",1133,5,95,10,17,1.69,-95,40,"1944-05-01",1944,1944
"1165726",1134,6,95,10,17,-0.25,-95,40,"1944-06-01",1944,1944
"1165762",1135,7,95,10,17,-1.12,-95,40,"1944-07-01",1944,1944
"1165798",1136,8,95,10,17,-0.19,-95,40,"1944-08-01",1944,1944
"1165834",1137,9,95,10,17,-0.21,-95,40,"1944-09-01",1944,1944
"1165870",1138,10,95,10,17,0.99,-95,40,"1944-10-01",1944,1944
"1165906",1139,11,95,10,17,0.6,-95,40,"1944-11-01",1944,1944
"1165942",1140,12,95,10,17,-0.04,-95,40,"1944-12-01",1944,1944
"1165978",1141,1,96,10,17,2.6,-95,40,"1945-01-01",1945,1945
"1166014",1142,2,96,10,17,1.09,-95,40,"1945-02-01",1945,1945
"1166050",1143,3,96,10,17,4.11,-95,40,"1945-03-01",1945,1945
"1166086",1144,4,96,10,17,-1.79,-95,40,"1945-04-01",1945,1945
"1166122",1145,5,96,10,17,-3.21,-95,40,"1945-05-01",1945,1945
"1166158",1146,6,96,10,17,-4.29,-95,40,"1945-06-01",1945,1945
"1166194",1147,7,96,10,17,-1.3,-95,40,"1945-07-01",1945,1945
"1166230",1148,8,96,10,17,0.17,-95,40,"1945-08-01",1945,1945
"1166266",1149,9,96,10,17,-0.25,-95,40,"1945-09-01",1945,1945
"1166302",1150,10,96,10,17,0.56,-95,40,"1945-10-01",1945,1945
"1166338",1151,11,96,10,17,0.03,-95,40,"1945-11-01",1945,1945
"1166374",1152,12,96,10,17,-3.06,-95,40,"1945-12-01",1945,1945
"1166410",1153,1,97,10,17,2.78,-95,40,"1946-01-01",1946,1946
"1166446",1154,2,97,10,17,2.84,-95,40,"1946-02-01",1946,1946
"1166482",1155,3,97,10,17,5.8,-95,40,"1946-03-01",1946,1946
"1166518",1156,4,97,10,17,3.04,-95,40,"1946-04-01",1946,1946
"1166554",1157,5,97,10,17,-2.76,-95,40,"1946-05-01",1946,1946
"1166590",1158,6,97,10,17,0.29,-95,40,"1946-06-01",1946,1946
"1166626",1159,7,97,10,17,-0.18,-95,40,"1946-07-01",1946,1946
"1166662",1160,8,97,10,17,-1.17,-95,40,"1946-08-01",1946,1946
"1166698",1161,9,97,10,17,-0.35,-95,40,"1946-09-01",1946,1946
"1166734",1162,10,97,10,17,-0.17,-95,40,"1946-10-01",1946,1946
"1166770",1163,11,97,10,17,-0.78,-95,40,"1946-11-01",1946,1946
"1166806",1164,12,97,10,17,2.87,-95,40,"1946-12-01",1946,1946
"1166842",1165,1,98,10,17,3.91,-95,40,"1947-01-01",1947,1947
"1166878",1166,2,98,10,17,-2.65,-95,40,"1947-02-01",1947,1947
"1166914",1167,3,98,10,17,-2,-95,40,"1947-03-01",1947,1947
"1166950",1168,4,98,10,17,-2.28,-95,40,"1947-04-01",1947,1947
"1166986",1169,5,98,10,17,-2.68,-95,40,"1947-05-01",1947,1947
"1167022",1170,6,98,10,17,-2.57,-95,40,"1947-06-01",1947,1947
"1167058",1171,7,98,10,17,-1.06,-95,40,"1947-07-01",1947,1947
"1167094",1172,8,98,10,17,3.98,-95,40,"1947-08-01",1947,1947
"1167130",1173,9,98,10,17,1.95,-95,40,"1947-09-01",1947,1947
"1167166",1174,10,98,10,17,4.7,-95,40,"1947-10-01",1947,1947
"1167202",1175,11,98,10,17,-2.59,-95,40,"1947-11-01",1947,1947
"1167238",1176,12,98,10,17,0.89,-95,40,"1947-12-01",1947,1947
"1167274",1177,1,99,10,17,-0.5,-95,40,"1948-01-01",1948,1948
"1167310",1178,2,99,10,17,-1.92,-95,40,"1948-02-01",1948,1948
"1167346",1179,3,99,10,17,-2.74,-95,40,"1948-03-01",1948,1948
"1167382",1180,4,99,10,17,2.76,-95,40,"1948-04-01",1948,1948
"1167418",1181,5,99,10,17,-0.32,-95,40,"1948-05-01",1948,1948
"1167454",1182,6,99,10,17,-1.2,-95,40,"1948-06-01",1948,1948
"1167490",1183,7,99,10,17,-0.29,-95,40,"1948-07-01",1948,1948
"1167526",1184,8,99,10,17,0.65,-95,40,"1948-08-01",1948,1948
"1167562",1185,9,99,10,17,2.62,-95,40,"1948-09-01",1948,1948
"1167598",1186,10,99,10,17,-0.25,-95,40,"1948-10-01",1948,1948
"1167634",1187,11,99,10,17,-0.32,-95,40,"1948-11-01",1948,1948
"1167670",1188,12,99,10,17,0.01,-95,40,"1948-12-01",1948,1948
"1167706",1189,1,100,10,17,-3.84,-95,40,"1949-01-01",1949,1949
"1167742",1190,2,100,10,17,-3.91,-95,40,"1949-02-01",1949,1949
"1167778",1191,3,100,10,17,-1.15,-95,40,"1949-03-01",1949,1949
"1167814",1192,4,100,10,17,0.28,-95,40,"1949-04-01",1949,1949
"1167850",1193,5,100,10,17,1.08,-95,40,"1949-05-01",1949,1949
"1167886",1194,6,100,10,17,0.36,-95,40,"1949-06-01",1949,1949
"1167922",1195,7,100,10,17,0.29,-95,40,"1949-07-01",1949,1949
"1167958",1196,8,100,10,17,0.29,-95,40,"1949-08-01",1949,1949
"1167994",1197,9,100,10,17,-1.99,-95,40,"1949-09-01",1949,1949
"1168030",1198,10,100,10,17,0.79,-95,40,"1949-10-01",1949,1949
"1168066",1199,11,100,10,17,3.94,-95,40,"1949-11-01",1949,1949
"1168102",1200,12,100,10,17,1.37,-95,40,"1949-12-01",1949,1949
"1168138",1201,1,101,10,17,-3.11,-95,40,"1950-01-01",1950,1950
"1168174",1202,2,101,10,17,-0.37,-95,40,"1950-02-01",1950,1950
"1168210",1203,3,101,10,17,-2.86,-95,40,"1950-03-01",1950,1950
"1168246",1204,4,101,10,17,-3.64,-95,40,"1950-04-01",1950,1950
"1168282",1205,5,101,10,17,-1.8,-95,40,"1950-05-01",1950,1950
"1168318",1206,6,101,10,17,-0.65,-95,40,"1950-06-01",1950,1950
"1168354",1207,7,101,10,17,-3.27,-95,40,"1950-07-01",1950,1950
"1168390",1208,8,101,10,17,-2.42,-95,40,"1950-08-01",1950,1950
"1168426",1209,9,101,10,17,-0.48,-95,40,"1950-09-01",1950,1950
"1168462",1210,10,101,10,17,2.15,-95,40,"1950-10-01",1950,1950
"1168498",1211,11,101,10,17,-1.67,-95,40,"1950-11-01",1950,1950
"1168534",1212,12,101,10,17,0.09,-95,40,"1950-12-01",1950,1950
"1168570",1213,1,102,10,17,-0.17,-95,40,"1951-01-01",1951,1951
"1168606",1214,2,102,10,17,1.66,-95,40,"1951-02-01",1951,1951
"1168642",1215,3,102,10,17,-4.68,-95,40,"1951-03-01",1951,1951
"1168678",1216,4,102,10,17,-2.85,-95,40,"1951-04-01",1951,1951
"1168714",1217,5,102,10,17,-0.24,-95,40,"1951-05-01",1951,1951
"1168750",1218,6,102,10,17,-3.66,-95,40,"1951-06-01",1951,1951
"1168786",1219,7,102,10,17,-2,-95,40,"1951-07-01",1951,1951
"1168822",1220,8,102,10,17,-0.85,-95,40,"1951-08-01",1951,1951
"1168858",1221,9,102,10,17,-2.61,-95,40,"1951-09-01",1951,1951
"1168894",1222,10,102,10,17,-0.94,-95,40,"1951-10-01",1951,1951
"1168930",1223,11,102,10,17,-2.61,-95,40,"1951-11-01",1951,1951
"1168966",1224,12,102,10,17,-2.69,-95,40,"1951-12-01",1951,1951
"1169002",1225,1,103,10,17,0.29,-95,40,"1952-01-01",1952,1952
"1169038",1226,2,103,10,17,3.2,-95,40,"1952-02-01",1952,1952
"1169074",1227,3,103,10,17,-3.53,-95,40,"1952-03-01",1952,1952
"1169110",1228,4,103,10,17,-0.52,-95,40,"1952-04-01",1952,1952
"1169146",1229,5,103,10,17,-0.56,-95,40,"1952-05-01",1952,1952
"1169182",1230,6,103,10,17,2.58,-95,40,"1952-06-01",1952,1952
"1169218",1231,7,103,10,17,-0.15,-95,40,"1952-07-01",1952,1952
"1169254",1232,8,103,10,17,-0.55,-95,40,"1952-08-01",1952,1952
"1169290",1233,9,103,10,17,1.68,-95,40,"1952-09-01",1952,1952
"1169326",1234,10,103,10,17,-1.62,-95,40,"1952-10-01",1952,1952
"1169362",1235,11,103,10,17,-0.27,-95,40,"1952-11-01",1952,1952
"1169398",1236,12,103,10,17,0.67,-95,40,"1952-12-01",1952,1952
"1169434",1237,1,104,10,17,2.22,-95,40,"1953-01-01",1953,1953
"1169470",1238,2,104,10,17,1.97,-95,40,"1953-02-01",1953,1953
"1169506",1239,3,104,10,17,1.32,-95,40,"1953-03-01",1953,1953
"1169542",1240,4,104,10,17,-3.29,-95,40,"1953-04-01",1953,1953
"1169578",1241,5,104,10,17,-1.33,-95,40,"1953-05-01",1953,1953
"1169614",1242,6,104,10,17,1.82,-95,40,"1953-06-01",1953,1953
"1169650",1243,7,104,10,17,-0.23,-95,40,"1953-07-01",1953,1953
"1169686",1244,8,104,10,17,0.59,-95,40,"1953-08-01",1953,1953
"1169722",1245,9,104,10,17,1.03,-95,40,"1953-09-01",1953,1953
"1169758",1246,10,104,10,17,2.91,-95,40,"1953-10-01",1953,1953
"1169794",1247,11,104,10,17,1.82,-95,40,"1953-11-01",1953,1953
"1169830",1248,12,104,10,17,2.16,-95,40,"1953-12-01",1953,1953
"1169866",1249,1,105,10,17,-1.22,-95,40,"1954-01-01",1954,1954
"1169902",1250,2,105,10,17,7.73,-95,40,"1954-02-01",1954,1954
"1169938",1251,3,105,10,17,-2.07,-95,40,"1954-03-01",1954,1954
"1169974",1252,4,105,10,17,1.24,-95,40,"1954-04-01",1954,1954
"1170010",1253,5,105,10,17,-2.93,-95,40,"1954-05-01",1954,1954
"1170046",1254,6,105,10,17,0.65,-95,40,"1954-06-01",1954,1954
"1170082",1255,7,105,10,17,1.99,-95,40,"1954-07-01",1954,1954
"1170118",1256,8,105,10,17,0.13,-95,40,"1954-08-01",1954,1954
"1170154",1257,9,105,10,17,1.86,-95,40,"1954-09-01",1954,1954
"1170190",1258,10,105,10,17,-0.79,-95,40,"1954-10-01",1954,1954
"1170226",1259,11,105,10,17,3.2,-95,40,"1954-11-01",1954,1954
"1170262",1260,12,105,10,17,2.99,-95,40,"1954-12-01",1954,1954
"1170298",1261,1,106,10,17,1.44,-95,40,"1955-01-01",1955,1955
"1170334",1262,2,106,10,17,-3.65,-95,40,"1955-02-01",1955,1955
"1170370",1263,3,106,10,17,-1.28,-95,40,"1955-03-01",1955,1955
"1170406",1264,4,106,10,17,3.69,-95,40,"1955-04-01",1955,1955
"1170442",1265,5,106,10,17,1.96,-95,40,"1955-05-01",1955,1955
"1170478",1266,6,106,10,17,-2.04,-95,40,"1955-06-01",1955,1955
"1170514",1267,7,106,10,17,2.61,-95,40,"1955-07-01",1955,1955
"1170550",1268,8,106,10,17,2.93,-95,40,"1955-08-01",1955,1955
"1170586",1269,9,106,10,17,1.66,-95,40,"1955-09-01",1955,1955
"1170622",1270,10,106,10,17,0.81,-95,40,"1955-10-01",1955,1955
"1170658",1271,11,106,10,17,-4.04,-95,40,"1955-11-01",1955,1955
"1170694",1272,12,106,10,17,-3.01,-95,40,"1955-12-01",1955,1955
"1170730",1273,1,107,10,17,-1.18,-95,40,"1956-01-01",1956,1956
"1170766",1274,2,107,10,17,-2.25,-95,40,"1956-02-01",1956,1956
"1170802",1275,3,107,10,17,-0.86,-95,40,"1956-03-01",1956,1956
"1170838",1276,4,107,10,17,-2.83,-95,40,"1956-04-01",1956,1956
"1170874",1277,5,107,10,17,0.79,-95,40,"1956-05-01",1956,1956
"1170910",1278,6,107,10,17,2.62,-95,40,"1956-06-01",1956,1956
"1170946",1279,7,107,10,17,-0.9,-95,40,"1956-07-01",1956,1956
"1170982",1280,8,107,10,17,0.51,-95,40,"1956-08-01",1956,1956
"1171018",1281,9,107,10,17,0.7,-95,40,"1956-09-01",1956,1956
"1171054",1282,10,107,10,17,3.65,-95,40,"1956-10-01",1956,1956
"1171090",1283,11,107,10,17,-0.02,-95,40,"1956-11-01",1956,1956
"1171126",1284,12,107,10,17,3.51,-95,40,"1956-12-01",1956,1956
"1171162",1285,1,108,10,17,-2.82,-95,40,"1957-01-01",1957,1957
"1171198",1286,2,108,10,17,2,-95,40,"1957-02-01",1957,1957
"1171234",1287,3,108,10,17,-0.49,-95,40,"1957-03-01",1957,1957
"1171270",1288,4,108,10,17,-1.51,-95,40,"1957-04-01",1957,1957
"1171306",1289,5,108,10,17,-1.63,-95,40,"1957-05-01",1957,1957
"1171342",1290,6,108,10,17,-1.4,-95,40,"1957-06-01",1957,1957
"1171378",1291,7,108,10,17,1.61,-95,40,"1957-07-01",1957,1957
"1171414",1292,8,108,10,17,0.56,-95,40,"1957-08-01",1957,1957
"1171450",1293,9,108,10,17,-1.5,-95,40,"1957-09-01",1957,1957
"1171486",1294,10,108,10,17,-0.98,-95,40,"1957-10-01",1957,1957
"1171522",1295,11,108,10,17,-0.41,-95,40,"1957-11-01",1957,1957
"1171558",1296,12,108,10,17,5.2,-95,40,"1957-12-01",1957,1957
"1171594",1297,1,109,10,17,3.26,-95,40,"1958-01-01",1958,1958
"1171630",1298,2,109,10,17,-2.97,-95,40,"1958-02-01",1958,1958
"1171666",1299,3,109,10,17,-2.99,-95,40,"1958-03-01",1958,1958
"1171702",1300,4,109,10,17,-0.96,-95,40,"1958-04-01",1958,1958
"1171738",1301,5,109,10,17,1.09,-95,40,"1958-05-01",1958,1958
"1171774",1302,6,109,10,17,-1.93,-95,40,"1958-06-01",1958,1958
"1171810",1303,7,109,10,17,-2.5,-95,40,"1958-07-01",1958,1958
"1171846",1304,8,109,10,17,0.65,-95,40,"1958-08-01",1958,1958
"1171882",1305,9,109,10,17,1.33,-95,40,"1958-09-01",1958,1958
"1171918",1306,10,109,10,17,1.4,-95,40,"1958-10-01",1958,1958
"1171954",1307,11,109,10,17,1.32,-95,40,"1958-11-01",1958,1958
"1171990",1308,12,109,10,17,0.08,-95,40,"1958-12-01",1958,1958
"1172026",1309,1,110,10,17,-1.5,-95,40,"1959-01-01",1959,1959
"1172062",1310,2,110,10,17,-2.55,-95,40,"1959-02-01",1959,1959
"1172098",1311,3,110,10,17,1.08,-95,40,"1959-03-01",1959,1959
"1172134",1312,4,110,10,17,-0.56,-95,40,"1959-04-01",1959,1959
"1172170",1313,5,110,10,17,-0.11,-95,40,"1959-05-01",1959,1959
"1172206",1314,6,110,10,17,1.24,-95,40,"1959-06-01",1959,1959
"1172242",1315,7,110,10,17,-1.33,-95,40,"1959-07-01",1959,1959
"1172278",1316,8,110,10,17,2.4,-95,40,"1959-08-01",1959,1959
"1172314",1317,9,110,10,17,-0.27,-95,40,"1959-09-01",1959,1959
"1172350",1318,10,110,10,17,-2.45,-95,40,"1959-10-01",1959,1959
"1172386",1319,11,110,10,17,-3.67,-95,40,"1959-11-01",1959,1959
