"","time","month","year","yloc","xloc","value","long","lat","fixedtime","fixedyear","realyear"
"1146646",604,4,51,10,17,1.46,-95,40,"1900-04-01",1900,1900
"1146682",605,5,51,10,17,1.36,-95,40,"1900-05-01",1900,1900
"1146718",606,6,51,10,17,0.11,-95,40,"1900-06-01",1900,1900
"1146754",607,7,51,10,17,-0.96,-95,40,"1900-07-01",1900,1900
"1146790",608,8,51,10,17,2.23,-95,40,"1900-08-01",1900,1900
"1146826",609,9,51,10,17,0.31,-95,40,"1900-09-01",1900,1900
"1146862",610,10,51,10,17,3.3,-95,40,"1900-10-01",1900,1900
"1146898",611,11,51,10,17,-1.92,-95,40,"1900-11-01",1900,1900
"1146934",612,12,51,10,17,3.27,-95,40,"1900-12-01",1900,1900
"1146970",613,1,52,10,17,2.5,-95,40,"1901-01-01",1901,1901
"1147006",614,2,52,10,17,-3.01,-95,40,"1901-02-01",1901,1901
"1147042",615,3,52,10,17,-0.55,-95,40,"1901-03-01",1901,1901
"1147078",616,4,52,10,17,-0.15,-95,40,"1901-04-01",1901,1901
"1147114",617,5,52,10,17,-0.26,-95,40,"1901-05-01",1901,1901
"1147150",618,6,52,10,17,0.45,-95,40,"1901-06-01",1901,1901
"1147186",619,7,52,10,17,3.57,-95,40,"1901-07-01",1901,1901
"1147222",620,8,52,10,17,0.79,-95,40,"1901-08-01",1901,1901
"1147258",621,9,52,10,17,-0.68,-95,40,"1901-09-01",1901,1901
"1147294",622,10,52,10,17,1.24,-95,40,"1901-10-01",1901,1901
"1147330",623,11,52,10,17,0.11,-95,40,"1901-11-01",1901,1901
"1147366",624,12,52,10,17,-1.2,-95,40,"1901-12-01",1901,1901
"1147402",625,1,53,10,17,1.82,-95,40,"1902-01-01",1902,1902
"1147438",626,2,53,10,17,-3.09,-95,40,"1902-02-01",1902,1902
"1147474",627,3,53,10,17,1.55,-95,40,"1902-03-01",1902,1902
"1147510",628,4,53,10,17,-0.69,-95,40,"1902-04-01",1902,1902
"1147546",629,5,53,10,17,1.3,-95,40,"1902-05-01",1902,1902
"1147582",630,6,53,10,17,-3.04,-95,40,"1902-06-01",1902,1902
"1147618",631,7,53,10,17,-1.69,-95,40,"1902-07-01",1902,1902
"1147654",632,8,53,10,17,-1.46,-95,40,"1902-08-01",1902,1902
"1147690",633,9,53,10,17,-2.32,-95,40,"1902-09-01",1902,1902
"1147726",634,10,53,10,17,0.8,-95,40,"1902-10-01",1902,1902
"1147762",635,11,53,10,17,0.71,-95,40,"1902-11-01",1902,1902
"1147798",636,12,53,10,17,-3.14,-95,40,"1902-12-01",1902,1902
"1147834",637,1,54,10,17,1.6,-95,40,"1903-01-01",1903,1903
"1147870",638,2,54,10,17,-4.44,-95,40,"1903-02-01",1903,1903
"1147906",639,3,54,10,17,-0.27,-95,40,"1903-03-01",1903,1903
"1147942",640,4,54,10,17,-0.1,-95,40,"1903-04-01",1903,1903
"1147978",641,5,54,10,17,-0.74,-95,40,"1903-05-01",1903,1903
"1148014",642,6,54,10,17,-3.08,-95,40,"1903-06-01",1903,1903
"1148050",643,7,54,10,17,-1.51,-95,40,"1903-07-01",1903,1903
"1148086",644,8,54,10,17,-1.94,-95,40,"1903-08-01",1903,1903
"1148122",645,9,54,10,17,-1.65,-95,40,"1903-09-01",1903,1903
"1148158",646,10,54,10,17,0.73,-95,40,"1903-10-01",1903,1903
"1148194",647,11,54,10,17,-0.96,-95,40,"1903-11-01",1903,1903
"1148230",648,12,54,10,17,0.02,-95,40,"1903-12-01",1903,1903
"1148266",649,1,55,10,17,-1.15,-95,40,"1904-01-01",1904,1904
"1148302",650,2,55,10,17,-4.11,-95,40,"1904-02-01",1904,1904
"1148338",651,3,55,10,17,-0.01,-95,40,"1904-03-01",1904,1904
"1148374",652,4,55,10,17,-3.08,-95,40,"1904-04-01",1904,1904
"1148410",653,5,55,10,17,-0.81,-95,40,"1904-05-01",1904,1904
"1148446",654,6,55,10,17,-2.31,-95,40,"1904-06-01",1904,1904
"1148482",655,7,55,10,17,-2.7,-95,40,"1904-07-01",1904,1904
"1148518",656,8,55,10,17,-1.67,-95,40,"1904-08-01",1904,1904
"1148554",657,9,55,10,17,-0.09,-95,40,"1904-09-01",1904,1904
"1148590",658,10,55,10,17,0.89,-95,40,"1904-10-01",1904,1904
"1148626",659,11,55,10,17,2.44,-95,40,"1904-11-01",1904,1904
"1148662",660,12,55,10,17,0.39,-95,40,"1904-12-01",1904,1904
"1148698",661,1,56,10,17,-4.28,-95,40,"1905-01-01",1905,1905
"1148734",662,2,56,10,17,-6.47,-95,40,"1905-02-01",1905,1905
"1148770",663,3,56,10,17,3.48,-95,40,"1905-03-01",1905,1905
"1148806",664,4,56,10,17,-1.59,-95,40,"1905-04-01",1905,1905
"1148842",665,5,56,10,17,-2.32,-95,40,"1905-05-01",1905,1905
"1148878",666,6,56,10,17,-1.09,-95,40,"1905-06-01",1905,1905
"1148914",667,7,56,10,17,-2.88,-95,40,"1905-07-01",1905,1905
"1148950",668,8,56,10,17,0.62,-95,40,"1905-08-01",1905,1905
"1148986",669,9,56,10,17,1.34,-95,40,"1905-09-01",1905,1905
"1149022",670,10,56,10,17,-2.25,-95,40,"1905-10-01",1905,1905
"1149058",671,11,56,10,17,1.45,-95,40,"1905-11-01",1905,1905
"1149094",672,12,56,10,17,2.43,-95,40,"1905-12-01",1905,1905
"1149130",673,1,57,10,17,3.76,-95,40,"1906-01-01",1906,1906
"1149166",674,2,57,10,17,0.47,-95,40,"1906-02-01",1906,1906
"1149202",675,3,57,10,17,-5.99,-95,40,"1906-03-01",1906,1906
"1149238",676,4,57,10,17,1.43,-95,40,"1906-04-01",1906,1906
"1149274",677,5,57,10,17,-0.17,-95,40,"1906-05-01",1906,1906
"1149310",678,6,57,10,17,-2.02,-95,40,"1906-06-01",1906,1906
"1149346",679,7,57,10,17,-3.01,-95,40,"1906-07-01",1906,1906
"1149382",680,8,57,10,17,-0.27,-95,40,"1906-08-01",1906,1906
"1149418",681,9,57,10,17,0.88,-95,40,"1906-09-01",1906,1906
"1149454",682,10,57,10,17,-1.41,-95,40,"1906-10-01",1906,1906
"1149490",683,11,57,10,17,-0.89,-95,40,"1906-11-01",1906,1906
"1149526",684,12,57,10,17,1.65,-95,40,"1906-12-01",1906,1906
"1149562",685,1,58,10,17,-2.24,-95,40,"1907-01-01",1907,1907
"1149598",686,2,58,10,17,0.35,-95,40,"1907-02-01",1907,1907
"1149634",687,3,58,10,17,2.59,-95,40,"1907-03-01",1907,1907
"1149670",688,4,58,10,17,-4.89,-95,40,"1907-04-01",1907,1907
"1149706",689,5,58,10,17,-4.18,-95,40,"1907-05-01",1907,1907
"1149742",690,6,58,10,17,-1.84,-95,40,"1907-06-01",1907,1907
"1149778",691,7,58,10,17,-1.24,-95,40,"1907-07-01",1907,1907
"1149814",692,8,58,10,17,-0.28,-95,40,"1907-08-01",1907,1907
"1149850",693,9,58,10,17,-0.41,-95,40,"1907-09-01",1907,1907
"1149886",694,10,58,10,17,-0.21,-95,40,"1907-10-01",1907,1907
"1149922",695,11,58,10,17,0.1,-95,40,"1907-11-01",1907,1907
"1149958",696,12,58,10,17,2.48,-95,40,"1907-12-01",1907,1907
"1149994",697,1,59,10,17,4.18,-95,40,"1908-01-01",1908,1908
"1150030",698,2,59,10,17,0.1,-95,40,"1908-02-01",1908,1908
"1150066",699,3,59,10,17,1.07,-95,40,"1908-03-01",1908,1908
"1150102",700,4,59,10,17,0.81,-95,40,"1908-04-01",1908,1908
"1150138",701,5,59,10,17,-1.65,-95,40,"1908-05-01",1908,1908
"1150174",702,6,59,10,17,-2.06,-95,40,"1908-06-01",1908,1908
"1150210",703,7,59,10,17,-1.73,-95,40,"1908-07-01",1908,1908
"1150246",704,8,59,10,17,-1.66,-95,40,"1908-08-01",1908,1908
"1150282",705,9,59,10,17,2.79,-95,40,"1908-09-01",1908,1908
"1150318",706,10,59,10,17,-1.12,-95,40,"1908-10-01",1908,1908
"1150354",707,11,59,10,17,0.91,-95,40,"1908-11-01",1908,1908
"1150390",708,12,59,10,17,2.03,-95,40,"1908-12-01",1908,1908
"1150426",709,1,60,10,17,-0.18,-95,40,"1909-01-01",1909,1909
"1150462",710,2,60,10,17,0.25,-95,40,"1909-02-01",1909,1909
"1150498",711,3,60,10,17,-1.44,-95,40,"1909-03-01",1909,1909
"1150534",712,4,60,10,17,-3.48,-95,40,"1909-04-01",1909,1909
"1150570",713,5,60,10,17,-1.61,-95,40,"1909-05-01",1909,1909
"1150606",714,6,60,10,17,-0.85,-95,40,"1909-06-01",1909,1909
"1150642",715,7,60,10,17,-1.26,-95,40,"1909-07-01",1909,1909
"1150678",716,8,60,10,17,2.05,-95,40,"1909-08-01",1909,1909
"1150714",717,9,60,10,17,-0.07,-95,40,"1909-09-01",1909,1909
"1150750",718,10,60,10,17,-0.74,-95,40,"1909-10-01",1909,1909
"1150786",719,11,60,10,17,1.31,-95,40,"1909-11-01",1909,1909
"1150822",720,12,60,10,17,-6.09,-95,40,"1909-12-01",1909,1909
"1150858",721,1,61,10,17,-0.74,-95,40,"1910-01-01",1910,1910
"1150894",722,2,61,10,17,-3.26,-95,40,"1910-02-01",1910,1910
"1150930",723,3,61,10,17,8.05,-95,40,"1910-03-01",1910,1910
"1150966",724,4,61,10,17,1.72,-95,40,"1910-04-01",1910,1910
"1151002",725,5,61,10,17,-3.21,-95,40,"1910-05-01",1910,1910
"1151038",726,6,61,10,17,-0.66,-95,40,"1910-06-01",1910,1910
"1151074",727,7,61,10,17,-0.55,-95,40,"1910-07-01",1910,1910
"1151110",728,8,61,10,17,-1.48,-95,40,"1910-08-01",1910,1910
"1151146",729,9,61,10,17,0.09,-95,40,"1910-09-01",1910,1910
"1151182",730,10,61,10,17,2.24,-95,40,"1910-10-01",1910,1910
"1151218",731,11,61,10,17,-0.81,-95,40,"1910-11-01",1910,1910
"1151254",732,12,61,10,17,0.08,-95,40,"1910-12-01",1910,1910
"1151290",733,1,62,10,17,0.99,-95,40,"1911-01-01",1911,1911
"1151326",734,2,62,10,17,0.35,-95,40,"1911-02-01",1911,1911
"1151362",735,3,62,10,17,3.11,-95,40,"1911-03-01",1911,1911
"1151398",736,4,62,10,17,-1,-95,40,"1911-04-01",1911,1911
"1151434",737,5,62,10,17,1.23,-95,40,"1911-05-01",1911,1911
"1151470",738,6,62,10,17,3.02,-95,40,"1911-06-01",1911,1911
"1151506",739,7,62,10,17,-0.52,-95,40,"1911-07-01",1911,1911
"1151542",740,8,62,10,17,-1.3,-95,40,"1911-08-01",1911,1911
"1151578",741,9,62,10,17,1.51,-95,40,"1911-09-01",1911,1911
"1151614",742,10,62,10,17,-2.13,-95,40,"1911-10-01",1911,1911
"1151650",743,11,62,10,17,-4.06,-95,40,"1911-11-01",1911,1911
"1151686",744,12,62,10,17,0.87,-95,40,"1911-12-01",1911,1911
"1151722",745,1,63,10,17,-6.65,-95,40,"1912-01-01",1912,1912
"1151758",746,2,63,10,17,-1.48,-95,40,"1912-02-01",1912,1912
"1151794",747,3,63,10,17,-6.22,-95,40,"1912-03-01",1912,1912
"1151830",748,4,63,10,17,0.26,-95,40,"1912-04-01",1912,1912
"1151866",749,5,63,10,17,0.61,-95,40,"1912-05-01",1912,1912
"1151902",750,6,63,10,17,-2.52,-95,40,"1912-06-01",1912,1912
"1151938",751,7,63,10,17,-0.2,-95,40,"1912-07-01",1912,1912
"1151974",752,8,63,10,17,-0.71,-95,40,"1912-08-01",1912,1912
"1152010",753,9,63,10,17,-1.67,-95,40,"1912-09-01",1912,1912
"1152046",754,10,63,10,17,0.24,-95,40,"1912-10-01",1912,1912
"1152082",755,11,63,10,17,2.17,-95,40,"1912-11-01",1912,1912
"1152118",756,12,63,10,17,3.01,-95,40,"1912-12-01",1912,1912
"1152154",757,1,64,10,17,0.49,-95,40,"1913-01-01",1913,1913
"1152190",758,2,64,10,17,-3.09,-95,40,"1913-02-01",1913,1913
"1152226",759,3,64,10,17,-2.55,-95,40,"1913-03-01",1913,1913
"1152262",760,4,64,10,17,0.53,-95,40,"1913-04-01",1913,1913
"1152298",761,5,64,10,17,-0.88,-95,40,"1913-05-01",1913,1913
"1152334",762,6,64,10,17,0.55,-95,40,"1913-06-01",1913,1913
"1152370",763,7,64,10,17,0.35,-95,40,"1913-07-01",1913,1913
"1152406",764,8,64,10,17,2.83,-95,40,"1913-08-01",1913,1913
"1152442",765,9,64,10,17,0.6,-95,40,"1913-09-01",1913,1913
"1152478",766,10,64,10,17,-2.14,-95,40,"1913-10-01",1913,1913
"1152514",767,11,64,10,17,3.4,-95,40,"1913-11-01",1913,1913
"1152550",768,12,64,10,17,3.47,-95,40,"1913-12-01",1913,1913
"1152586",769,1,65,10,17,4.94,-95,40,"1914-01-01",1914,1914
"1152622",770,2,65,10,17,-3.8,-95,40,"1914-02-01",1914,1914
"1152658",771,3,65,10,17,-0.71,-95,40,"1914-03-01",1914,1914
"1152694",772,4,65,10,17,-0.4,-95,40,"1914-04-01",1914,1914
"1152730",773,5,65,10,17,0.11,-95,40,"1914-05-01",1914,1914
"1152766",774,6,65,10,17,0.97,-95,40,"1914-06-01",1914,1914
"1152802",775,7,65,10,17,0.79,-95,40,"1914-07-01",1914,1914
"1152838",776,8,65,10,17,0.24,-95,40,"1914-08-01",1914,1914
"1152874",777,9,65,10,17,0.91,-95,40,"1914-09-01",1914,1914
"1152910",778,10,65,10,17,1.6,-95,40,"1914-10-01",1914,1914
"1152946",779,11,65,10,17,2.67,-95,40,"1914-11-01",1914,1914
"1152982",780,12,65,10,17,-4.75,-95,40,"1914-12-01",1914,1914
"1153018",781,1,66,10,17,-0.94,-95,40,"1915-01-01",1915,1915
"1153054",782,2,66,10,17,1.15,-95,40,"1915-02-01",1915,1915
"1153090",783,3,66,10,17,-5.71,-95,40,"1915-03-01",1915,1915
"1153126",784,4,66,10,17,3.46,-95,40,"1915-04-01",1915,1915
"1153162",785,5,66,10,17,-2.69,-95,40,"1915-05-01",1915,1915
"1153198",786,6,66,10,17,-3.32,-95,40,"1915-06-01",1915,1915
"1153234",787,7,66,10,17,-3.63,-95,40,"1915-07-01",1915,1915
"1153270",788,8,66,10,17,-3.68,-95,40,"1915-08-01",1915,1915
"1153306",789,9,66,10,17,-0.35,-95,40,"1915-09-01",1915,1915
"1153342",790,10,66,10,17,1.59,-95,40,"1915-10-01",1915,1915
"1153378",791,11,66,10,17,2.19,-95,40,"1915-11-01",1915,1915
"1153414",792,12,66,10,17,1.6,-95,40,"1915-12-01",1915,1915
"1153450",793,1,67,10,17,-3.94,-95,40,"1916-01-01",1916,1916
"1153486",794,2,67,10,17,-2.24,-95,40,"1916-02-01",1916,1916
"1153522",795,3,67,10,17,0.93,-95,40,"1916-03-01",1916,1916
"1153558",796,4,67,10,17,-1.58,-95,40,"1916-04-01",1916,1916
"1153594",797,5,67,10,17,-0.98,-95,40,"1916-05-01",1916,1916
"1153630",798,6,67,10,17,-3.2,-95,40,"1916-06-01",1916,1916
"1153666",799,7,67,10,17,2.16,-95,40,"1916-07-01",1916,1916
"1153702",800,8,67,10,17,0.2,-95,40,"1916-08-01",1916,1916
"1153738",801,9,67,10,17,-0.45,-95,40,"1916-09-01",1916,1916
"1153774",802,10,67,10,17,-0.85,-95,40,"1916-10-01",1916,1916
"1153810",803,11,67,10,17,-0.06,-95,40,"1916-11-01",1916,1916
"1153846",804,12,67,10,17,-3.55,-95,40,"1916-12-01",1916,1916
"1153882",805,1,68,10,17,-0.46,-95,40,"1917-01-01",1917,1917
"1153918",806,2,68,10,17,-4.07,-95,40,"1917-02-01",1917,1917
"1153954",807,3,68,10,17,-1.41,-95,40,"1917-03-01",1917,1917
"1153990",808,4,68,10,17,-2.4,-95,40,"1917-04-01",1917,1917
"1154026",809,5,68,10,17,-3.5,-95,40,"1917-05-01",1917,1917
"1154062",810,6,68,10,17,-2.12,-95,40,"1917-06-01",1917,1917
"1154098",811,7,68,10,17,0.17,-95,40,"1917-07-01",1917,1917
"1154134",812,8,68,10,17,-1.97,-95,40,"1917-08-01",1917,1917
"1154170",813,9,68,10,17,0.04,-95,40,"1917-09-01",1917,1917
"1154206",814,10,68,10,17,-4.39,-95,40,"1917-10-01",1917,1917
"1154242",815,11,68,10,17,3.41,-95,40,"1917-11-01",1917,1917
"1154278",816,12,68,10,17,-4.36,-95,40,"1917-12-01",1917,1917
"1154314",817,1,69,10,17,-5.44,-95,40,"1918-01-01",1918,1918
"1154350",818,2,69,10,17,-0.69,-95,40,"1918-02-01",1918,1918
"1154386",819,3,69,10,17,4.25,-95,40,"1918-03-01",1918,1918
"1154422",820,4,69,10,17,-2.72,-95,40,"1918-04-01",1918,1918
"1154458",821,5,69,10,17,1.64,-95,40,"1918-05-01",1918,1918
"1154494",822,6,69,10,17,1.33,-95,40,"1918-06-01",1918,1918
"1154530",823,7,69,10,17,-0.87,-95,40,"1918-07-01",1918,1918
"1154566",824,8,69,10,17,1.65,-95,40,"1918-08-01",1918,1918
"1154602",825,9,69,10,17,-2.4,-95,40,"1918-09-01",1918,1918
"1154638",826,10,69,10,17,1.61,-95,40,"1918-10-01",1918,1918
"1154674",827,11,69,10,17,0.78,-95,40,"1918-11-01",1918,1918
"1154710",828,12,69,10,17,3.98,-95,40,"1918-12-01",1918,1918
"1154746",829,1,70,10,17,5.02,-95,40,"1919-01-01",1919,1919
"1154782",830,2,70,10,17,-0.9,-95,40,"1919-02-01",1919,1919
"1154818",831,3,70,10,17,0.15,-95,40,"1919-03-01",1919,1919
"1154854",832,4,70,10,17,-1.29,-95,40,"1919-04-01",1919,1919
"1154890",833,5,70,10,17,-1.39,-95,40,"1919-05-01",1919,1919
"1154926",834,6,70,10,17,-0.03,-95,40,"1919-06-01",1919,1919
"1154962",835,7,70,10,17,1.1,-95,40,"1919-07-01",1919,1919
"1154998",836,8,70,10,17,-0.28,-95,40,"1919-08-01",1919,1919
"1155034",837,9,70,10,17,2.16,-95,40,"1919-09-01",1919,1919
"1155070",838,10,70,10,17,-2.96,-95,40,"1919-10-01",1919,1919
"1155106",839,11,70,10,17,-3.12,-95,40,"1919-11-01",1919,1919
"1155142",840,12,70,10,17,-3.17,-95,40,"1919-12-01",1919,1919
"1155178",841,1,71,10,17,1.15,-95,40,"1920-01-01",1920,1920
"1155214",842,2,71,10,17,0.91,-95,40,"1920-02-01",1920,1920
"1155250",843,3,71,10,17,0.61,-95,40,"1920-03-01",1920,1920
"1155286",844,4,71,10,17,-4.95,-95,40,"1920-04-01",1920,1920
"1155322",845,5,71,10,17,-1.19,-95,40,"1920-05-01",1920,1920
"1155358",846,6,71,10,17,-0.45,-95,40,"1920-06-01",1920,1920
"1155394",847,7,71,10,17,-1.01,-95,40,"1920-07-01",1920,1920
"1155430",848,8,71,10,17,-1.89,-95,40,"1920-08-01",1920,1920
"1155466",849,9,71,10,17,1.25,-95,40,"1920-09-01",1920,1920
"1155502",850,10,71,10,17,2.83,-95,40,"1920-10-01",1920,1920
"1155538",851,11,71,10,17,-1.41,-95,40,"1920-11-01",1920,1920
"1155574",852,12,71,10,17,0.98,-95,40,"1920-12-01",1920,1920
"1155610",853,1,72,10,17,4.95,-95,40,"1921-01-01",1921,1921
"1155646",854,2,72,10,17,4.02,-95,40,"1921-02-01",1921,1921
"1155682",855,3,72,10,17,3.73,-95,40,"1921-03-01",1921,1921
"1155718",856,4,72,10,17,0.78,-95,40,"1921-04-01",1921,1921
"1155754",857,5,72,10,17,0.48,-95,40,"1921-05-01",1921,1921
"1155790",858,6,72,10,17,2.15,-95,40,"1921-06-01",1921,1921
"1155826",859,7,72,10,17,0.58,-95,40,"1921-07-01",1921,1921
"1155862",860,8,72,10,17,0.04,-95,40,"1921-08-01",1921,1921
"1155898",861,9,72,10,17,1.75,-95,40,"1921-09-01",1921,1921
"1155934",862,10,72,10,17,1.61,-95,40,"1921-10-01",1921,1921
"1155970",863,11,72,10,17,-1.76,-95,40,"1921-11-01",1921,1921
"1156006",864,12,72,10,17,2.41,-95,40,"1921-12-01",1921,1921
"1156042",865,1,73,10,17,-0.23,-95,40,"1922-01-01",1922,1922
"1156078",866,2,73,10,17,-3.06,-95,40,"1922-02-01",1922,1922
"1156114",867,3,73,10,17,0.6,-95,40,"1922-03-01",1922,1922
"1156150",868,4,73,10,17,0.07,-95,40,"1922-04-01",1922,1922
"1156186",869,5,73,10,17,0.32,-95,40,"1922-05-01",1922,1922
"1156222",870,6,73,10,17,0.97,-95,40,"1922-06-01",1922,1922
"1156258",871,7,73,10,17,-2.01,-95,40,"1922-07-01",1922,1922
"1156294",872,8,73,10,17,1.67,-95,40,"1922-08-01",1922,1922
"1156330",873,9,73,10,17,2.86,-95,40,"1922-09-01",1922,1922
"1156366",874,10,73,10,17,1.84,-95,40,"1922-10-01",1922,1922
"1156402",875,11,73,10,17,1.86,-95,40,"1922-11-01",1922,1922
"1156438",876,12,73,10,17,0.14,-95,40,"1922-12-01",1922,1922
"1156474",877,1,74,10,17,4.6,-95,40,"1923-01-01",1923,1923
"1156510",878,2,74,10,17,-1.82,-95,40,"1923-02-01",1923,1923
"1156546",879,3,74,10,17,-2.64,-95,40,"1923-03-01",1923,1923
"1156582",880,4,74,10,17,-0.85,-95,40,"1923-04-01",1923,1923
"1156618",881,5,74,10,17,-1.37,-95,40,"1923-05-01",1923,1923
"1156654",882,6,74,10,17,-0.37,-95,40,"1923-06-01",1923,1923
"1156690",883,7,74,10,17,0.66,-95,40,"1923-07-01",1923,1923
"1156726",884,8,74,10,17,-1.3,-95,40,"1923-08-01",1923,1923
"1156762",885,9,74,10,17,0.72,-95,40,"1923-09-01",1923,1923
"1156798",886,10,74,10,17,-1.74,-95,40,"1923-10-01",1923,1923
"1156834",887,11,74,10,17,2.18,-95,40,"1923-11-01",1923,1923
"1156870",888,12,74,10,17,4.33,-95,40,"1923-12-01",1923,1923
"1156906",889,1,75,10,17,-3.27,-95,40,"1924-01-01",1924,1924
"1156942",890,2,75,10,17,1.41,-95,40,"1924-02-01",1924,1924
"1156978",891,3,75,10,17,-2.8,-95,40,"1924-03-01",1924,1924
"1157014",892,4,75,10,17,0.17,-95,40,"1924-04-01",1924,1924
"1157050",893,5,75,10,17,-4.08,-95,40,"1924-05-01",1924,1924
"1157086",894,6,75,10,17,-2.27,-95,40,"1924-06-01",1924,1924
"1157122",895,7,75,10,17,-2.64,-95,40,"1924-07-01",1924,1924
"1157158",896,8,75,10,17,-0.02,-95,40,"1924-08-01",1924,1924
"1157194",897,9,75,10,17,-1.92,-95,40,"1924-09-01",1924,1924
"1157230",898,10,75,10,17,3.21,-95,40,"1924-10-01",1924,1924
"1157266",899,11,75,10,17,0.88,-95,40,"1924-11-01",1924,1924
"1157302",900,12,75,10,17,-5.18,-95,40,"1924-12-01",1924,1924
"1157338",901,1,76,10,17,-1.26,-95,40,"1925-01-01",1925,1925
"1157374",902,2,76,10,17,2.36,-95,40,"1925-02-01",1925,1925
"1157410",903,3,76,10,17,2.59,-95,40,"1925-03-01",1925,1925
"1157446",904,4,76,10,17,3.63,-95,40,"1925-04-01",1925,1925
"1157482",905,5,76,10,17,-1.51,-95,40,"1925-05-01",1925,1925
"1157518",906,6,76,10,17,0.28,-95,40,"1925-06-01",1925,1925
"1157554",907,7,76,10,17,-0.28,-95,40,"1925-07-01",1925,1925
"1157590",908,8,76,10,17,0.31,-95,40,"1925-08-01",1925,1925
"1157626",909,9,76,10,17,2.8,-95,40,"1925-09-01",1925,1925
"1157662",910,10,76,10,17,-6.52,-95,40,"1925-10-01",1925,1925
"1157698",911,11,76,10,17,-0.11,-95,40,"1925-11-01",1925,1925
"1157734",912,12,76,10,17,0.24,-95,40,"1925-12-01",1925,1925
"1157770",913,1,77,10,17,2.11,-95,40,"1926-01-01",1926,1926
"1157806",914,2,77,10,17,4.35,-95,40,"1926-02-01",1926,1926
"1157842",915,3,77,10,17,-0.76,-95,40,"1926-03-01",1926,1926
"1157878",916,4,77,10,17,-1.02,-95,40,"1926-04-01",1926,1926
"1157914",917,5,77,10,17,2.37,-95,40,"1926-05-01",1926,1926
"1157950",918,6,77,10,17,-1.19,-95,40,"1926-06-01",1926,1926
"1157986",919,7,77,10,17,0.36,-95,40,"1926-07-01",1926,1926
"1158022",920,8,77,10,17,0.76,-95,40,"1926-08-01",1926,1926
"1158058",921,9,77,10,17,-0.89,-95,40,"1926-09-01",1926,1926
"1158094",922,10,77,10,17,0.33,-95,40,"1926-10-01",1926,1926
"1158130",923,11,77,10,17,-2.79,-95,40,"1926-11-01",1926,1926
"1158166",924,12,77,10,17,-0.73,-95,40,"1926-12-01",1926,1926
"1158202",925,1,78,10,17,2.1,-95,40,"1927-01-01",1927,1927
"1158238",926,2,78,10,17,2.71,-95,40,"1927-02-01",1927,1927
"1158274",927,3,78,10,17,0.88,-95,40,"1927-03-01",1927,1927
"1158310",928,4,78,10,17,-0.46,-95,40,"1927-04-01",1927,1927
"1158346",929,5,78,10,17,-1.49,-95,40,"1927-05-01",1927,1927
"1158382",930,6,78,10,17,-1.72,-95,40,"1927-06-01",1927,1927
"1158418",931,7,78,10,17,-1.37,-95,40,"1927-07-01",1927,1927
"1158454",932,8,78,10,17,-2.76,-95,40,"1927-08-01",1927,1927
"1158490",933,9,78,10,17,1.32,-95,40,"1927-09-01",1927,1927
"1158526",934,10,78,10,17,2.06,-95,40,"1927-10-01",1927,1927
"1158562",935,11,78,10,17,-0.96,-95,40,"1927-11-01",1927,1927
"1158598",936,12,78,10,17,-4.69,-95,40,"1927-12-01",1927,1927
"1158634",937,1,79,10,17,3.2,-95,40,"1928-01-01",1928,1928
"1158670",938,2,79,10,17,1.97,-95,40,"1928-02-01",1928,1928
"1158706",939,3,79,10,17,2.21,-95,40,"1928-03-01",1928,1928
"1158742",940,4,79,10,17,-2.75,-95,40,"1928-04-01",1928,1928
"1158778",941,5,79,10,17,0.87,-95,40,"1928-05-01",1928,1928
"1158814",942,6,79,10,17,-3.53,-95,40,"1928-06-01",1928,1928
"1158850",943,7,79,10,17,-0.6,-95,40,"1928-07-01",1928,1928
"1158886",944,8,79,10,17,0.5,-95,40,"1928-08-01",1928,1928
"1158922",945,9,79,10,17,-0.95,-95,40,"1928-09-01",1928,1928
"1158958",946,10,79,10,17,0.34,-95,40,"1928-10-01",1928,1928
"1158994",947,11,79,10,17,0.2,-95,40,"1928-11-01",1928,1928
"1159030",948,12,79,10,17,3.1,-95,40,"1928-12-01",1928,1928
"1159066",949,1,80,10,17,-4.56,-95,40,"1929-01-01",1929,1929
"1159102",950,2,80,10,17,-5.77,-95,40,"1929-02-01",1929,1929
"1159138",951,3,80,10,17,2.15,-95,40,"1929-03-01",1929,1929
"1159174",952,4,80,10,17,0.27,-95,40,"1929-04-01",1929,1929
"1159210",953,5,80,10,17,-1.9,-95,40,"1929-05-01",1929,1929
"1159246",954,6,80,10,17,-1.51,-95,40,"1929-06-01",1929,1929
"1159282",955,7,80,10,17,0.07,-95,40,"1929-07-01",1929,1929
"1159318",956,8,80,10,17,0.87,-95,40,"1929-08-01",1929,1929
"1159354",957,9,80,10,17,-1.61,-95,40,"1929-09-01",1929,1929
"1159390",958,10,80,10,17,0.04,-95,40,"1929-10-01",1929,1929
"1159426",959,11,80,10,17,-3.06,-95,40,"1929-11-01",1929,1929
"1159462",960,12,80,10,17,0.93,-95,40,"1929-12-01",1929,1929
"1159498",961,1,81,10,17,-5.47,-95,40,"1930-01-01",1930,1930
"1159534",962,2,81,10,17,7.01,-95,40,"1930-02-01",1930,1930
"1159570",963,3,81,10,17,0.45,-95,40,"1930-03-01",1930,1930
"1159606",964,4,81,10,17,1.59,-95,40,"1930-04-01",1930,1930
"1159642",965,5,81,10,17,-1.28,-95,40,"1930-05-01",1930,1930
