"","time","month","year","yloc","xloc","value","long","lat","fixedtime","fixedyear","realyear"
"2737437",1826,2,153,33,39,-0.49,15,-75,"2002-02-01",2002,2002
"2737473",1827,3,153,33,39,0.04,15,-75,"2002-03-01",2002,2002
"2737509",1828,4,153,33,39,2.73,15,-75,"2002-04-01",2002,2002
"2737545",1829,5,153,33,39,3.64,15,-75,"2002-05-01",2002,2002
"2737581",1830,6,153,33,39,2.53,15,-75,"2002-06-01",2002,2002
"2737617",1831,7,153,33,39,4.76,15,-75,"2002-07-01",2002,2002
"2737653",1832,8,153,33,39,2.55,15,-75,"2002-08-01",2002,2002
"2737689",1833,9,153,33,39,1.44,15,-75,"2002-09-01",2002,2002
"2737725",1834,10,153,33,39,3.58,15,-75,"2002-10-01",2002,2002
"2737761",1835,11,153,33,39,-1.48,15,-75,"2002-11-01",2002,2002
"2737797",1836,12,153,33,39,-1.36,15,-75,"2002-12-01",2002,2002
"2737833",1837,1,154,33,39,0.27,15,-75,"2003-01-01",2003,2003
"2737869",1838,2,154,33,39,1.31,15,-75,"2003-02-01",2003,2003
"2737905",1839,3,154,33,39,0.84,15,-75,"2003-03-01",2003,2003
"2737941",1840,4,154,33,39,1.03,15,-75,"2003-04-01",2003,2003
"2737977",1841,5,154,33,39,-3.16,15,-75,"2003-05-01",2003,2003
"2738013",1842,6,154,33,39,0.53,15,-75,"2003-06-01",2003,2003
"2738049",1843,7,154,33,39,-0.45,15,-75,"2003-07-01",2003,2003
"2738085",1844,8,154,33,39,3.25,15,-75,"2003-08-01",2003,2003
"2738121",1845,9,154,33,39,0.34,15,-75,"2003-09-01",2003,2003
"2738157",1846,10,154,33,39,-0.62,15,-75,"2003-10-01",2003,2003
"2738193",1847,11,154,33,39,1.02,15,-75,"2003-11-01",2003,2003
"2738229",1848,12,154,33,39,1.04,15,-75,"2003-12-01",2003,2003
"2738265",1849,1,155,33,39,0.87,15,-75,"2004-01-01",2004,2004
"2738301",1850,2,155,33,39,1.31,15,-75,"2004-02-01",2004,2004
"2738337",1851,3,155,33,39,0.24,15,-75,"2004-03-01",2004,2004
"2738373",1852,4,155,33,39,-3.28,15,-75,"2004-04-01",2004,2004
"2738409",1853,5,155,33,39,-2.26,15,-75,"2004-05-01",2004,2004
"2738445",1854,6,155,33,39,-2.37,15,-75,"2004-06-01",2004,2004
"2738481",1855,7,155,33,39,-4.55,15,-75,"2004-07-01",2004,2004
"2738517",1856,8,155,33,39,1.07,15,-75,"2004-08-01",2004,2004
"2738553",1857,9,155,33,39,0.36,15,-75,"2004-09-01",2004,2004
"2738589",1858,10,155,33,39,2.81,15,-75,"2004-10-01",2004,2004
"2738625",1859,11,155,33,39,0.85,15,-75,"2004-11-01",2004,2004
"2738661",1860,12,155,33,39,2.17,15,-75,"2004-12-01",2004,2004
"2738697",1861,1,156,33,39,1.69,15,-75,"2005-01-01",2005,2005
"2738733",1862,2,156,33,39,1.94,15,-75,"2005-02-01",2005,2005
"2738769",1863,3,156,33,39,1.33,15,-75,"2005-03-01",2005,2005
"2738805",1864,4,156,33,39,1.01,15,-75,"2005-04-01",2005,2005
"2738841",1865,5,156,33,39,-0.37,15,-75,"2005-05-01",2005,2005
"2738877",1866,6,156,33,39,1.72,15,-75,"2005-06-01",2005,2005
"2738913",1867,7,156,33,39,1.24,15,-75,"2005-07-01",2005,2005
"2738949",1868,8,156,33,39,2.83,15,-75,"2005-08-01",2005,2005
"2738985",1869,9,156,33,39,1.03,15,-75,"2005-09-01",2005,2005
"2739021",1870,10,156,33,39,0.67,15,-75,"2005-10-01",2005,2005
"2739057",1871,11,156,33,39,-2.49,15,-75,"2005-11-01",2005,2005
"2739093",1872,12,156,33,39,-0.07,15,-75,"2005-12-01",2005,2005
"2739129",1873,1,157,33,39,0.56,15,-75,"2006-01-01",2006,2006
"2739165",1874,2,157,33,39,-0.1,15,-75,"2006-02-01",2006,2006
"2739201",1875,3,157,33,39,0.13,15,-75,"2006-03-01",2006,2006
"2739237",1876,4,157,33,39,0.41,15,-75,"2006-04-01",2006,2006
"2739273",1877,5,157,33,39,1.23,15,-75,"2006-05-01",2006,2006
"2739309",1878,6,157,33,39,1.21,15,-75,"2006-06-01",2006,2006
"2739345",1879,7,157,33,39,-4.56,15,-75,"2006-07-01",2006,2006
"2739381",1880,8,157,33,39,6.43,15,-75,"2006-08-01",2006,2006
"2739417",1881,9,157,33,39,0.83,15,-75,"2006-09-01",2006,2006
"2739453",1882,10,157,33,39,-2.23,15,-75,"2006-10-01",2006,2006
"2739489",1883,11,157,33,39,1.31,15,-75,"2006-11-01",2006,2006
"2739525",1884,12,157,33,39,-0.47,15,-75,"2006-12-01",2006,2006
"2739561",1885,1,158,33,39,1.16,15,-75,"2007-01-01",2007,2007
"2739597",1886,2,158,33,39,0,15,-75,"2007-02-01",2007,2007
"2739633",1887,3,158,33,39,0.53,15,-75,"2007-03-01",2007,2007
"2739669",1888,4,158,33,39,0.11,15,-75,"2007-04-01",2007,2007
"2739705",1889,5,158,33,39,2.53,15,-75,"2007-05-01",2007,2007
"2739741",1890,6,158,33,39,3.11,15,-75,"2007-06-01",2007,2007
"2739777",1891,7,158,33,39,5.84,15,-75,"2007-07-01",2007,2007
"2739813",1892,8,158,33,39,3.53,15,-75,"2007-08-01",2007,2007
"2739849",1893,9,158,33,39,-0.17,15,-75,"2007-09-01",2007,2007
"2739885",1894,10,158,33,39,2.57,15,-75,"2007-10-01",2007,2007
"2739921",1895,11,158,33,39,3.51,15,-75,"2007-11-01",2007,2007
"2739957",1896,12,158,33,39,0.83,15,-75,"2007-12-01",2007,2007
"2739993",1897,1,159,33,39,-0.44,15,-75,"2008-01-01",2008,2008
"2740029",1898,2,159,33,39,0.5,15,-75,"2008-02-01",2008,2008
"2740065",1899,3,159,33,39,1.43,15,-75,"2008-03-01",2008,2008
"2740101",1900,4,159,33,39,2.31,15,-75,"2008-04-01",2008,2008
"2740137",1901,5,159,33,39,-1.67,15,-75,"2008-05-01",2008,2008
"2740173",1902,6,159,33,39,-2.19,15,-75,"2008-06-01",2008,2008
"2740209",1903,7,159,33,39,2.14,15,-75,"2008-07-01",2008,2008
"2740245",1904,8,159,33,39,-0.77,15,-75,"2008-08-01",2008,2008
"2740281",1905,9,159,33,39,2.33,15,-75,"2008-09-01",2008,2008
"2740317",1906,10,159,33,39,-0.63,15,-75,"2008-10-01",2008,2008
"2740353",1907,11,159,33,39,0.61,15,-75,"2008-11-01",2008,2008
"2740389",1908,12,159,33,39,0.53,15,-75,"2008-12-01",2008,2008
"2740425",1909,1,160,33,39,-0.14,15,-75,"2009-01-01",2009,2009
"2740461",1910,2,160,33,39,0,15,-75,"2009-02-01",2009,2009
"2740497",1911,3,160,33,39,0.43,15,-75,"2009-03-01",2009,2009
"2740533",1912,4,160,33,39,-1.79,15,-75,"2009-04-01",2009,2009
"2740569",1913,5,160,33,39,1.63,15,-75,"2009-05-01",2009,2009
"2740605",1914,6,160,33,39,4.41,15,-75,"2009-06-01",2009,2009
"2740641",1915,7,160,33,39,3.44,15,-75,"2009-07-01",2009,2009
"2740677",1916,8,160,33,39,-0.57,15,-75,"2009-08-01",2009,2009
"2740713",1917,9,160,33,39,1.43,15,-75,"2009-09-01",2009,2009
"2740749",1918,10,160,33,39,0.37,15,-75,"2009-10-01",2009,2009
"2740785",1919,11,160,33,39,1.01,15,-75,"2009-11-01",2009,2009
"2740821",1920,12,160,33,39,-0.27,15,-75,"2009-12-01",2009,2009
"2740857",1921,1,161,33,39,1.75,15,-75,"2010-01-01",2010,2010
"2740893",1922,2,161,33,39,2,15,-75,"2010-02-01",2010,2010
"2740929",1923,3,161,33,39,0.93,15,-75,"2010-03-01",2010,2010
"2740965",1924,4,161,33,39,0.51,15,-75,"2010-04-01",2010,2010
"2741001",1925,5,161,33,39,-2.17,15,-75,"2010-05-01",2010,2010
"2741037",1926,6,161,33,39,-3.39,15,-75,"2010-06-01",2010,2010
"2741073",1927,7,161,33,39,-1.56,15,-75,"2010-07-01",2010,2010
"2741109",1928,8,161,33,39,-0.67,15,-75,"2010-08-01",2010,2010
"2741145",1929,9,161,33,39,0.93,15,-75,"2010-09-01",2010,2010
"2741181",1930,10,161,33,39,-0.83,15,-75,"2010-10-01",2010,2010
"2741217",1931,11,161,33,39,NA,15,-75,"2010-11-01",2010,2010
"2741253",1932,12,161,33,39,0.43,15,-75,"2010-12-01",2010,2010
"2741289",1933,1,162,33,39,2.25,15,-75,"2011-01-01",2011,2011
"2741325",1934,2,162,33,39,0.4,15,-75,"2011-02-01",2011,2011
"2741361",1935,3,162,33,39,-0.27,15,-75,"2011-03-01",2011,2011
"2741397",1936,4,162,33,39,3.01,15,-75,"2011-04-01",2011,2011
"2741433",1937,5,162,33,39,-1.17,15,-75,"2011-05-01",2011,2011
"2741469",1938,6,162,33,39,3.41,15,-75,"2011-06-01",2011,2011
"2741505",1939,7,162,33,39,2.94,15,-75,"2011-07-01",2011,2011
"2741541",1940,8,162,33,39,4.83,15,-75,"2011-08-01",2011,2011
"2741577",1941,9,162,33,39,1.53,15,-75,"2011-09-01",2011,2011
"2741613",1942,10,162,33,39,-0.23,15,-75,"2011-10-01",2011,2011
"2741649",1943,11,162,33,39,2.11,15,-75,"2011-11-01",2011,2011
"2741685",1944,12,162,33,39,-2.37,15,-75,"2011-12-01",2011,2011
"2741721",1945,1,163,33,39,-0.45,15,-75,"2012-01-01",2012,2012
"2741757",1946,2,163,33,39,-0.5,15,-75,"2012-02-01",2012,2012
"2741793",1947,3,163,33,39,-1.27,15,-75,"2012-03-01",2012,2012
"2741829",1948,4,163,33,39,-1.49,15,-75,"2012-04-01",2012,2012
"2741865",1949,5,163,33,39,0.23,15,-75,"2012-05-01",2012,2012
"2741901",1950,6,163,33,39,-1.39,15,-75,"2012-06-01",2012,2012
"2741937",1951,7,163,33,39,-0.96,15,-75,"2012-07-01",2012,2012
"2741973",1952,8,163,33,39,4.33,15,-75,"2012-08-01",2012,2012
"2742009",1953,9,163,33,39,2.33,15,-75,"2012-09-01",2012,2012
